"PropertyID","AskingRate","QuarterOff","BldgClass","ST","Quarters","ListAge","Floor","AvgSqft","Latitude","Longitude","LeaseTermTypeID","LeaseTermLow","LeaseTermHigh","SubmarketName","SpaceForLeaseID"
5664749,25,"2007Q3","2_ClassB","1_Net",2,23,1,3040,42.1734486,-70.8824949,5,NA,NA,"Route 3 Corridor",2249783
49337,9,"2007Q4","3_ClassC","1_Net",4,19,4,3031,42.180143,-70.913842,5,NA,NA,"Route 3 Corridor",2195704
49337,9,"2007Q4","3_ClassC","1_Net",4,19,4,1766,42.180143,-70.913842,5,NA,NA,"Route 3 Corridor",2819198
49400,25,"2007Q4","3_ClassC","3_FullService",1,7,2,2400,42.363909,-71.051494,1,3,5,"North End/Waterfront",2564562
220895,21,"2007Q4","1_ClassA","2_Between",1,19,2,8900,42.1639653,-70.8824093,1,3,5,"Route 3 Corridor",2588833
220895,21,"2007Q4","1_ClassA","2_Between",10,17,1,1000,42.1639653,-70.8824093,5,NA,NA,"Route 3 Corridor",2588826
220974,16.5,"2007Q4","2_ClassB","2_Between",1,19,2,1750,42.1619084,-70.9081315,1,3,3,"Route 3 Corridor",2551431
220980,20,"2007Q4","2_ClassB","2_Between",10,20,2,2182,41.9654644,-70.6704978,5,NA,NA,"Route 3 South",1152374
220980,24,"2007Q4","2_ClassB","2_Between",10,20,2,643,41.9654644,-70.6704978,5,NA,NA,"Route 3 South",1152376
221160,15,"2007Q4","2_ClassB","2_Between",8,16,2,1900,42.1624268,-70.9082548,1,3,5,"Route 3 Corridor",1291212
221160,16,"2007Q4","2_ClassB","2_Between",6,17,1,576,42.1624268,-70.9082548,5,NA,NA,"Route 3 Corridor",1657998
221219,20,"2007Q4","1_ClassA","2_Between",1,9,1,3625,42.1602434,-70.8804687,1,3,5,"Route 3 Corridor",2601577
222153,37,"2007Q4","2_ClassB","3_FullService",2,10,5,3500,42.3634068,-71.0516624,5,NA,NA,"North End/Waterfront",2395194
222398,10,"2007Q4","2_ClassB","1_Net",6,10,3,13699,42.367748,-71.057951,1,3,3,"North End/Waterfront",1688176
222874,14,"2007Q4","2_ClassB","3_FullService",13,88,3,2000,42.348232,-71.098386,NA,NA,NA,"Brighton/Allston/Fenway",1854784
222925,25,"2007Q4","2_ClassB","1_Net",9,12,1,4259,42.344787,-71.095908,1,5,5,"Brighton/Allston/Fenway",1249911
223137,16,"2007Q4","3_ClassC","3_FullService",4,16,3,4500,42.3394422,-71.0373744,5,NA,NA,"Seaport",1843521
223233,21,"2007Q4","2_ClassB","2_Between",4,26,4,750,42.3470967,-71.1414663,1,3,5,"Brighton/Allston/Fenway",2601223
358784,17,"2007Q4","3_ClassC","1_Net",6,7,3,1200,42.302204,-71.0560081,1,5,5,"Roxbury/Dorchester",1630222
663848,18,"2007Q4","3_ClassC","1_Net",3,107,2,1000,42.160467,-70.8573557,1,1,3,"Route 3 Corridor",2074434
663848,16,"2007Q4","3_ClassC","1_Net",1,107,3,390,42.160467,-70.8573557,1,3,3,"Route 3 Corridor",2674700
663848,18,"2007Q4","3_ClassC","1_Net",3,107,1,1800,42.160467,-70.8573557,1,1,3,"Route 3 Corridor",2074423
5861085,25,"2007Q4","3_ClassC","3_FullService",2,87,1,12000,42.3395428,-71.0361842,5,NA,NA,"Seaport",2413778
49400,25,"2008Q1","3_ClassC","3_FullService",8,6,4,2400,42.363909,-71.051494,1,3,5,"North End/Waterfront",1432584
219743,20,"2008Q1","3_ClassC","3_FullService",1,22,1,1930,42.3527693,-71.1269329,5,NA,NA,"Brighton/Allston/Fenway",2682142
221127,19,"2008Q1","2_ClassB","1_Net",3,16,2,2965,41.8770808,-70.923474,1,3,5,"Attleboro/New Bedford",2315545
221172,13.24,"2008Q1","3_ClassC","2_Between",4,18,2,1360,42.1584324,-70.9074513,5,NA,NA,"Route 3 Corridor",2149851
223617,15,"2008Q1","2_ClassB","2_Between",3,42,2,1133,42.3574824,-71.1295585,5,NA,NA,"Brighton/Allston/Fenway",2330635
688647,10,"2008Q1","2_ClassB","2_Between",3,19,1,800,41.875163,-70.9462899,1,1,1,"Attleboro/New Bedford",2634000
1150349,9.47,"2008Q1","2_ClassB","1_Net",4,21,1,1330,42.01176,-71.049774,5,NA,NA,"Route 3 South",2093883
1324369,25,"2008Q1","2_ClassB","1_Net",8,1,1,1221,42.3287848,-71.0820726,1,5,5,"Roxbury/Dorchester",1412582
1458553,25,"2008Q1","3_ClassC","3_FullService",1,12,1,1600,42.3299327,-71.0840775,5,NA,NA,"Roxbury/Dorchester",2848945
5735858,12,"2008Q1","2_ClassB","3_FullService",3,32,1,1500,41.8654649,-70.9526099,5,NA,NA,"Attleboro/New Bedford",2323044
6285795,30,"2008Q1","2_ClassB","2_Between",0,88,1,2000,42.36159,-71.049098,1,3,5,"North End/Waterfront",2865347
219832,30,"2008Q2","2_ClassB","1_Net",1,19,1,846,42.2418053,-70.8891936,5,NA,NA,"Route 3 Corridor",2905776
221219,20,"2008Q2","1_ClassA","2_Between",3,9,2,2787,42.1602434,-70.8804687,5,NA,NA,"Route 3 Corridor",2601602
222199,35,"2008Q2","2_ClassB","2_Between",8,7,5,24977,42.3451744,-71.0418614,5,NA,NA,"Seaport",1625809
222199,30,"2008Q2","2_ClassB","2_Between",8,7,6,14562,42.3451744,-71.0418614,5,NA,NA,"Seaport",1625805
222199,35,"2008Q2","2_ClassB","2_Between",3,8,8,1024,42.3451744,-71.0418614,5,NA,NA,"Seaport",2506229
222199,35,"2008Q2","2_ClassB","2_Between",8,7,2,18040,42.3451744,-71.0418614,5,NA,NA,"Seaport",2503913
222199,35,"2008Q2","2_ClassB","2_Between",0,9,7,25409,42.3451744,-71.0418614,5,NA,NA,"Seaport",3263479
222199,35,"2008Q2","2_ClassB","2_Between",13,6,4,51794,42.3451744,-71.0418614,5,NA,NA,"Seaport",927487
222335,29,"2008Q2","2_ClassB","3_FullService",13,20,4,8730,42.3660322,-71.0587324,1,3,5,"North End/Waterfront",878936
222407,35,"2008Q2","2_ClassB","3_FullService",7,9,1,1936,42.351985,-71.048453,5,NA,NA,"Seaport",1742789
222407,37,"2008Q2","2_ClassB","3_FullService",7,9,4,5000,42.351985,-71.048453,5,NA,NA,"Seaport",1742792
222407,37,"2008Q2","2_ClassB","3_FullService",7,9,3,5000,42.351985,-71.048453,5,NA,NA,"Seaport",1742791
883348,52.17,"2008Q2","2_ClassB","3_FullService",1,25,1,598,42.3485975,-71.0931584,1,3,5,"Brighton/Allston/Fenway",2909972
1533819,22,"2008Q2","3_ClassC","1_Net",5,42,2,890,42.161736,-70.86365,1,3,5,"Route 3 Corridor",2274101
1533819,22,"2008Q2","3_ClassC","1_Net",7,41,1,1557,42.161736,-70.86365,1,3,5,"Route 3 Corridor",1746005
1543424,22.5,"2008Q2","3_ClassC","2_Between",7,46,1,640,41.916553,-70.803358,1,3,5,"Route 3 South",1766239
6266305,25,"2008Q2","3_ClassC","2_Between",2,18,1,840,42.1723438,-70.8798843,5,NA,NA,"Route 3 Corridor",2837278
9982,30,"2008Q3","3_ClassC","1_Net",4,87,1,2800,42.3919976,-71.0359407,5,NA,NA,"Chelsea/Revere",2624816
49337,9.62,"2008Q3","3_ClassC","1_Net",7,19,4,1265,42.180143,-70.913842,5,NA,NA,"Route 3 Corridor",2819275
49337,8.87,"2008Q3","3_ClassC","1_Net",2,21,2,493,42.180143,-70.913842,5,NA,NA,"Route 3 Corridor",3049364
219832,30,"2008Q3","2_ClassB","1_Net",2,19,1,1009,42.2418053,-70.8891936,5,NA,NA,"Route 3 Corridor",3067713
220980,20,"2008Q3","2_ClassB","2_Between",10,21,2,554,41.9654644,-70.6704978,5,NA,NA,"Route 3 South",1558143
222496,12,"2008Q3","3_ClassC","3_FullService",12,19,2,3000,42.282959,-71.054642,5,NA,NA,"Roxbury/Dorchester",1709805
222925,25,"2008Q3","2_ClassB","1_Net",9,13,2,3350,42.344787,-71.095908,1,5,5,"Brighton/Allston/Fenway",1593523
222925,25,"2008Q3","2_ClassB","1_Net",7,13,1,2400,42.344787,-71.095908,1,5,5,"Brighton/Allston/Fenway",1904538
355386,18,"2008Q3","3_ClassC","2_Between",2,29,1,2625,42.074319,-71.0474511,5,NA,NA,"Route 24",2891006
693724,25,"2008Q3","2_ClassB","3_FullService",7,23,3,8140,42.3484502,-71.0968904,1,5,10,"Brighton/Allston/Fenway",1881760
693724,25,"2008Q3","2_ClassB","3_FullService",6,24,2,8140,42.3484502,-71.0968904,1,5,10,"Brighton/Allston/Fenway",2041902
927903,17,"2008Q3","2_ClassB","2_Between",4,3,1,1440,41.9509587,-70.7088102,1,3,3,"Route 3 South",2659625
1495550,16,"2008Q3","3_ClassC","1_Net",9,19,1,3250,41.9060653,-70.9591877,5,NA,NA,"Route 3 South",3519357
5861085,25,"2008Q3","3_ClassC","3_FullService",2,1,1,9000,42.3395428,-71.0361842,1,5,10,"Seaport",2962708
6185939,17,"2008Q3","2_ClassB","1_Net",3,67,1,1003,42.087751,-71.032721,5,NA,NA,"Route 24",2729764
49330,16.67,"2008Q4","3_ClassC","3_FullService",1,22,3,805,42.1806557,-70.9170748,1,3,5,"Route 3 Corridor",3347536
219832,30,"2008Q4","2_ClassB","3_FullService",0,19,1,1751,42.2418053,-70.8891936,5,NA,NA,"Route 3 Corridor",3539639
220976,18,"2008Q4","2_ClassB","2_Between",13,22,2,5500,42.156823,-70.87908,5,NA,NA,"Route 3 Corridor",1183128
616296,26,"2008Q4","3_ClassC","3_FullService",8,101,3,1390,42.3469517,-71.1055386,1,5,5,"Brighton/Allston/Fenway",2009480
628052,15,"2008Q4","2_ClassB","2_Between",1,19,1,1400,42.103621,-70.800273,5,NA,NA,"Route 3 South",3462237
743517,15,"2008Q4","2_ClassB","1_Net",9,18,3,5000,42.3555502,-71.1308145,1,3,5,"Brighton/Allston/Fenway",3398150
1133295,12.5,"2008Q4","3_ClassC","2_Between",4,17,1,1550,42.292096,-71.062268,1,1,3,"Roxbury/Dorchester",2844978
1495550,16,"2008Q4","3_ClassC","1_Net",10,19,1,3700,41.9060653,-70.9591877,5,NA,NA,"Route 3 South",3519365
5325154,19,"2008Q4","2_ClassB","1_Net",8,86,1,600,42.2876989,-71.0639372,1,3,5,"Roxbury/Dorchester",1941960
6420112,8,"2008Q4","3_ClassC","3_FullService",3,38,1,1600,42.0549997,-71.0533266,5,NA,NA,"Route 24",3082772
6437552,12.68,"2008Q4","3_ClassC","2_Between",2,88,1,1420,42.087762,-71.05495,5,NA,NA,"Route 24",3107538
9982,27.5,"2009Q1","3_ClassC","1_Net",6,87,1,500,42.3919976,-71.0359407,5,NA,NA,"Chelsea/Revere",3867026
9982,27.5,"2009Q1","3_ClassC","1_Net",6,87,1,500,42.3919976,-71.0359407,5,NA,NA,"Chelsea/Revere",3374009
49337,8.87,"2009Q1","3_ClassC","1_Net",4,21,3,626,42.180143,-70.913842,1,1,3,"Route 3 Corridor",3049365
219832,30,"2009Q1","2_ClassB","3_FullService",12,17,2,1519,42.2418053,-70.8891936,5,NA,NA,"Route 3 Corridor",1501785
220853,21,"2009Q1","2_ClassB","2_Between",5,19,1,3500,42.1626139,-70.8995734,5,NA,NA,"Route 3 Corridor",2680493
221210,15,"2009Q1","3_ClassC","1_Net",8,107,1,2000,42.082381,-71.019805,5,NA,NA,"Route 24",2211265
223355,20,"2009Q1","2_ClassB","2_Between",1,24,1,1840,42.288026,-71.041965,5,NA,NA,"Roxbury/Dorchester",3656292
585318,10,"2009Q1","3_ClassC","1_Net",9,106,2,2750,42.3487834,-71.1542749,5,NA,NA,"Brighton/Allston/Fenway",1905344
628052,17,"2009Q1","2_ClassB","3_FullService",2,19,1,550,42.103621,-70.800273,5,NA,NA,"Route 3 South",3462231
1495550,17,"2009Q1","3_ClassC","1_Net",11,19,1,4050,41.9060653,-70.9591877,5,NA,NA,"Route 3 South",3719824
1550703,20,"2009Q1","3_ClassC","2_Between",4,4,2,1050,42.1037328,-70.7356897,5,NA,NA,"Route 3 South",3027701
1550703,20,"2009Q1","3_ClassC","2_Between",4,4,2,1050,42.1037328,-70.7356897,5,NA,NA,"Route 3 South",3027702
6794168,20,"2009Q1","3_ClassC","3_FullService",1,78,1,4000,42.3145265,-71.103772,5,NA,NA,"Roxbury/Dorchester",3653929
6794168,20,"2009Q1","3_ClassC","3_FullService",1,78,2,2000,42.3145265,-71.103772,5,NA,NA,"Roxbury/Dorchester",3653932
49337,9.62,"2009Q2","3_ClassC","1_Net",5,21,3,1608,42.180143,-70.913842,1,1,3,"Route 3 Corridor",3049363
49400,26,"2009Q2","2_ClassB","3_FullService",1,9,2,2400,42.363909,-71.051494,5,NA,NA,"North End/Waterfront",3788556
220840,16.5,"2009Q2","2_ClassB","2_Between",2,22,3,4745.5,42.0548116,-71.0624506,5,NA,NA,"Route 24",3578697
220865,13.5,"2009Q2","2_ClassB","1_Net",1,19,1,1957,42.2478548,-70.9212124,5,NA,NA,"Route 3 Corridor",3933278
220894,18.5,"2009Q2","1_ClassA","2_Between",7,10,1,9835,42.15989,-70.8795722,1,3,5,"Route 3 Corridor",2601517
220895,21,"2009Q2","1_ClassA","2_Between",5,20,1,800,42.1639653,-70.8824093,1,3,5,"Route 3 Corridor",2903991
220980,20,"2009Q2","2_ClassB","2_Between",3,23,2,643,41.9654644,-70.6704978,5,NA,NA,"Route 3 South",3519513
220980,25,"2009Q2","2_ClassB","2_Between",1,24,2,564,41.9654644,-70.6704978,5,NA,NA,"Route 3 South",3843968
222400,29,"2009Q2","3_ClassC","2_Between",4,9,7,7757,42.351414,-71.049558,1,3,5,"Seaport",3220224
222815,8,"2009Q2","3_ClassC","1_Net",1,99,2,10242,42.355305,-71.139085,5,NA,NA,"Brighton/Allston/Fenway",3828182
222815,8,"2009Q2","3_ClassC","1_Net",1,99,1,8829,42.355305,-71.139085,5,NA,NA,"Brighton/Allston/Fenway",3828139
222925,25,"2009Q2","2_ClassB","1_Net",6,14,1,3000,42.344787,-71.095908,1,5,5,"Brighton/Allston/Fenway",2730763
223313,25,"2009Q2","3_ClassC","2_Between",8,22,2,3075,42.3944783,-71.0384944,1,5,5,"Chelsea/Revere",2459013
431183,28,"2009Q2","2_ClassB","3_FullService",5,8,3,15023.5,42.3626092,-71.1430637,5,NA,NA,"Brighton/Allston/Fenway",2973112
1187002,19,"2009Q2","3_ClassC","2_Between",4,16,1,1250,41.9758597,-70.6863444,5,NA,NA,"Route 3 South",3234643
5647947,20,"2009Q2","3_ClassC","3_FullService",2,48,1,1500,42.0579887,-71.0694055,5,NA,NA,"Route 24",3735711
6358252,15,"2009Q2","3_ClassC","3_FullService",5,8,1,2700,41.9280997,-70.6608033,5,NA,NA,"Route 3 South",2987367
6899739,16.2,"2009Q2","2_ClassB","2_Between",1,3,1,1000,42.3148753,-71.1044091,1,3,3,"Roxbury/Dorchester",3934255
9945,15,"2009Q3","3_ClassC","1_Net",4,88,1,4250,42.3916438,-71.0366932,1,1,5,"Chelsea/Revere",3486278
9982,15,"2009Q3","3_ClassC","1_Net",2,89,2,1200,42.3919976,-71.0359407,5,NA,NA,"Chelsea/Revere",3867175
9982,15,"2009Q3","3_ClassC","1_Net",9,87,2,1200,42.3919976,-71.0359407,5,NA,NA,"Chelsea/Revere",2998675
49400,26,"2009Q3","2_ClassB","3_FullService",2,9,4,1000,42.363909,-71.051494,5,NA,NA,"North End/Waterfront",3867956
49400,25,"2009Q3","2_ClassB","3_FullService",7,7,3,2400,42.363909,-71.051494,5,NA,NA,"North End/Waterfront",2770739
220865,13.5,"2009Q3","2_ClassB","1_Net",2,19,2,1150,42.2478548,-70.9212124,5,NA,NA,"Route 3 Corridor",3848708
220865,13.5,"2009Q3","2_ClassB","1_Net",2,19,2,1339,42.2478548,-70.9212124,5,NA,NA,"Route 3 Corridor",3855606
221255,12,"2009Q3","3_ClassC","3_FullService",1,27,2,450,42.105672,-70.748603,1,1,1,"Route 3 South",4107678
222487,25,"2009Q3","2_ClassB","2_Between",13,6,2,6206,42.3437464,-71.0237625,1,5,10,"Seaport",1656025
222532,27,"2009Q3","2_ClassB","2_Between",10,97,3,3448.5,42.3486408,-71.0911411,1,3,5,"Brighton/Allston/Fenway",2084760
223137,17.5,"2009Q3","3_ClassC","3_FullService",2,19,3,3150,42.3394422,-71.0373744,1,5,10,"Seaport",3759410
353514,18,"2009Q3","3_ClassC","3_FullService",2,37,1,1200,42.1441245,-70.8441278,1,1,3,"Route 3 Corridor",3812851
1075623,27,"2009Q3","3_ClassC","1_Net",1,89,1,800,42.3914505,-71.0361432,1,1,5,"Chelsea/Revere",4049510
5720941,15,"2009Q3","3_ClassC","1_Net",2,1,1,1900,42.195987,-70.724613,1,2,5,"Route 3 Corridor",3817119
5790354,20,"2009Q3","1_ClassA","2_Between",4,1,2,3463,42.1607398,-70.9077096,1,2,10,"Route 3 Corridor",3463194
5953331,19,"2009Q3","3_ClassC","1_Net",2,67,1,4200,42.3629091,-71.1407496,5,NA,NA,"Brighton/Allston/Fenway",3898762
6778320,15,"2009Q3","2_ClassB","1_Net",2,71,1,1500,42.297971,-71.059903,1,1,5,"Roxbury/Dorchester",3796800
9702,20,"2009Q4","3_ClassC","3_FullService",9,33,1,864,42.0891973,-70.9896303,5,NA,NA,"Route 24",2520814
220865,11,"2009Q4","2_ClassB","1_Net",1,19,1,5221.5,42.2478548,-70.9212124,1,3,5,"Route 3 Corridor",4261847
220976,18,"2009Q4","2_ClassB","2_Between",1,26,1,9642,42.156823,-70.87908,5,NA,NA,"Route 3 Corridor",4203505
220980,20,"2009Q4","2_ClassB","2_Between",5,23,2,1133,41.9654644,-70.6704978,5,NA,NA,"Route 3 South",3519511
220980,25,"2009Q4","2_ClassB","2_Between",5,23,1,1484,41.9654644,-70.6704978,5,NA,NA,"Route 3 South",3519522
221053,12,"2009Q4","3_ClassC","3_FullService",7,37,1,2800,42.0821078,-71.0161506,5,NA,NA,"Route 24",3031601
222280,26,"2009Q4","2_ClassB","3_FullService",6,19,2,1890,42.365657,-71.0588784,1,3,5,"North End/Waterfront",3239702
222469,28,"2009Q4","3_ClassC","3_FullService",6,53,1,840,42.3509365,-71.1460602,1,5,5,"Brighton/Allston/Fenway",3096979
222469,28,"2009Q4","3_ClassC","3_FullService",0,54,1,840,42.3509365,-71.1460602,1,5,5,"Brighton/Allston/Fenway",4443473
616296,7.96,"2009Q4","3_ClassC","3_FullService",12,101,3,1960,42.3469517,-71.1055386,1,5,5,"Brighton/Allston/Fenway",3712913
678930,20,"2009Q4","1_ClassA","3_FullService",1,5,2,2500,41.9545321,-70.7015253,1,1,5,"Route 3 South",4203204
678930,20,"2009Q4","1_ClassA","3_FullService",1,5,2,1550,41.9545321,-70.7015253,1,1,5,"Route 3 South",4203207
784512,20,"2009Q4","2_ClassB","2_Between",3,5,2,1000,42.1559416,-70.8820388,1,1,3,"Route 3 Corridor",3935750
1488106,16,"2009Q4","2_ClassB","1_Net",3,2,1,2560,42.0561509,-71.0693818,5,NA,NA,"Route 24",3801497
5771525,27,"2009Q4","2_ClassB","3_FullService",1,74,1,1763,41.9981489,-70.7316536,5,NA,NA,"Route 3 South",4272881
5771525,27,"2009Q4","2_ClassB","3_FullService",1,74,1,1764,41.9981489,-70.7316536,5,NA,NA,"Route 3 South",4458169
6778320,15,"2009Q4","2_ClassB","1_Net",4,70,2,1500,42.297971,-71.059903,1,1,5,"Roxbury/Dorchester",3578200
7031256,15,"2009Q4","2_ClassB","1_Net",2,6,1,2000,42.087886,-71.055269,5,NA,NA,"Route 24",4023437
7229911,13.88,"2009Q4","3_ClassC","3_FullService",1,32,2,605,42.194227,-70.724827,1,1,1,"Route 3 Corridor",4397515
220840,16.5,"2010Q1","2_ClassB","2_Between",5,22,1,8000,42.0548116,-71.0624506,5,NA,NA,"Route 24",3578691
220853,20,"2010Q1","2_ClassB","2_Between",9,19,3,2100,42.1626139,-70.8995734,5,NA,NA,"Route 3 Corridor",2680503
220853,20,"2010Q1","2_ClassB","2_Between",3,21,3,6000,42.1626139,-70.8995734,5,NA,NA,"Route 3 Corridor",4093864
221219,18,"2010Q1","1_ClassA","2_Between",14,8,1,6141,42.1602434,-70.8804687,5,NA,NA,"Route 3 Corridor",1756514
222280,23,"2010Q1","2_ClassB","3_FullService",5,19,3,3084,42.365657,-71.0588784,1,3,5,"North End/Waterfront",3594445
222280,23,"2010Q1","2_ClassB","3_FullService",4,20,3,785,42.365657,-71.0588784,1,3,5,"North End/Waterfront",3964285
222280,23,"2010Q1","2_ClassB","3_FullService",7,19,2,1890,42.365657,-71.0588784,1,3,5,"North End/Waterfront",4520357
222280,23,"2010Q1","2_ClassB","3_FullService",7,19,2,1851,42.365657,-71.0588784,1,3,5,"North End/Waterfront",4730117
681881,18.44,"2010Q1","2_ClassB","2_Between",2,9,2,2017,41.878398,-70.923205,1,1,1,"Attleboro/New Bedford",4233617
6280886,28,"2010Q1","2_ClassB","1_Net",0,2,1,1840,42.309354,-71.107497,5,NA,NA,"Roxbury/Dorchester",4660391
6441853,12,"2010Q1","2_ClassB","1_Net",5,0,2,1500,42.3281232,-71.0725336,5,NA,NA,"Roxbury/Dorchester",3608249
6966992,15,"2010Q1","2_ClassB","3_FullService",4,1,1,650,42.2890076,-71.0635896,5,NA,NA,"Roxbury/Dorchester",3902301
6970137,18,"2010Q1","2_ClassB","1_Net",4,104,1,6600,42.348651,-71.048378,5,NA,NA,"Seaport",3888856
49330,16.67,"2010Q2","3_ClassC","3_FullService",6,22,2,1200,42.1806557,-70.9170748,1,1,3,"Route 3 Corridor",3593489
220840,16.5,"2010Q2","2_ClassB","2_Between",4,23,3,2200,42.0548116,-71.0624506,5,NA,NA,"Route 24",3978025
220840,16.5,"2010Q2","2_ClassB","2_Between",6,22,3,1300,42.0548116,-71.0624506,5,NA,NA,"Route 24",3978024
220840,16.5,"2010Q2","2_ClassB","2_Between",4,23,1,3500,42.0548116,-71.0624506,5,NA,NA,"Route 24",3978016
220840,16.5,"2010Q2","2_ClassB","2_Between",6,22,2,3500,42.0548116,-71.0624506,5,NA,NA,"Route 24",3598287
220844,11,"2010Q2","2_ClassB","1_Net",6,22,1,32500,42.1592228,-70.8854665,5,NA,NA,"Route 3 Corridor",3632921
220865,11,"2010Q2","2_ClassB","1_Net",5,19,2,1829,42.2478548,-70.9212124,1,3,5,"Route 3 Corridor",4261846
220971,19,"2010Q2","3_ClassC","3_FullService",7,32,3,1825,42.107539,-70.759612,5,NA,NA,"Route 3 Corridor",3340074
220971,19,"2010Q2","3_ClassC","3_FullService",7,32,1,1035,42.107539,-70.759612,5,NA,NA,"Route 3 Corridor",3340061
220980,25,"2010Q2","2_ClassB","2_Between",7,23,1,1080,41.9654644,-70.6704978,5,NA,NA,"Route 3 South",3519519
220980,25,"2010Q2","2_ClassB","2_Between",4,24,1,1128,41.9654644,-70.6704978,5,NA,NA,"Route 3 South",4123438
221063,10,"2010Q2","3_ClassC","1_Net",4,20,3,2000,42.066368,-71.052266,1,3,5,"Route 24",4023268
221063,10,"2010Q2","3_ClassC","1_Net",4,20,2,2000,42.066368,-71.052266,1,3,5,"Route 24",4023266
221063,10,"2010Q2","3_ClassC","1_Net",4,20,1,2000,42.066368,-71.052266,1,3,5,"Route 24",4023265
221127,22,"2010Q2","2_ClassB","3_FullService",9,17,2,1114,41.8770808,-70.923474,1,3,5,"Attleboro/New Bedford",2886979
221219,19,"2010Q2","2_ClassB","2_Between",8,10,1,5374,42.1602434,-70.8804687,5,NA,NA,"Route 3 Corridor",3127059
221247,20,"2010Q2","3_ClassC","3_FullService",4,25,1,2845,42.1072728,-70.7587831,5,NA,NA,"Route 3 Corridor",4115899
222280,23,"2010Q2","2_ClassB","3_FullService",1,21,3,2522,42.365657,-71.0588784,1,3,5,"North End/Waterfront",4943083
222280,23,"2010Q2","2_ClassB","3_FullService",0,21,5,6357,42.365657,-71.0588784,1,3,5,"North End/Waterfront",5102252
222294,17.5,"2010Q2","2_ClassB","3_FullService",11,21,5,1390,42.3595774,-71.1466101,1,3,5,"Brighton/Allston/Fenway",2598620
222469,31,"2010Q2","3_ClassC","3_FullService",8,53,2,1169,42.3509365,-71.1460602,1,5,5,"Brighton/Allston/Fenway",3096967
222469,31,"2010Q2","3_ClassC","3_FullService",6,53,2,700,42.3509365,-71.1460602,1,5,5,"Brighton/Allston/Fenway",3590254
222469,31,"2010Q2","3_ClassC","3_FullService",6,53,2,780,42.3509365,-71.1460602,1,5,5,"Brighton/Allston/Fenway",3571916
222469,31,"2010Q2","3_ClassC","3_FullService",6,53,2,680,42.3509365,-71.1460602,1,5,5,"Brighton/Allston/Fenway",3571918
222469,31,"2010Q2","3_ClassC","3_FullService",6,53,2,800,42.3509365,-71.1460602,1,5,5,"Brighton/Allston/Fenway",3590243
222588,25,"2010Q2","2_ClassB","1_Net",11,20,1,2300,42.3367325,-71.1513532,1,10,10,"Brighton/Allston/Fenway",2593798
222678,16,"2010Q2","3_ClassC","3_FullService",1,25,1,2250,42.3519717,-71.1256273,5,NA,NA,"Brighton/Allston/Fenway",4655326
222678,16,"2010Q2","3_ClassC","3_FullService",1,25,1,1330,42.3519717,-71.1256273,5,NA,NA,"Brighton/Allston/Fenway",4655315
222885,27.5,"2010Q2","2_ClassB","3_FullService",3,21,3,13889,42.3650187,-71.0579909,1,5,5,"North End/Waterfront",4351891
681881,14.41,"2010Q2","2_ClassB","2_Between",3,9,2,583,41.878398,-70.923205,1,1,1,"Attleboro/New Bedford",4233630
688647,10,"2010Q2","2_ClassB","2_Between",5,21,1,1000,41.875163,-70.9462899,1,1,1,"Attleboro/New Bedford",3787529
694374,13.4,"2010Q2","3_ClassC","2_Between",4,24,1,1791,42.162537,-70.865414,5,NA,NA,"Route 3 Corridor",4143208
753709,20,"2010Q2","2_ClassB","2_Between",3,35,2,2304,42.1762443,-70.7447965,5,NA,NA,"Route 3 Corridor",4244123
1488106,16,"2010Q2","2_ClassB","1_Net",5,2,2,1871,42.0561509,-71.0693818,5,NA,NA,"Route 24",3801509
6353265,15,"2010Q2","2_ClassB","3_FullService",7,10,1,3500,41.9487887,-70.7079976,5,NA,NA,"Route 3 South",3399328
6732571,16,"2010Q2","3_ClassC","3_FullService",7,5,1,450,42.3588364,-71.1461413,1,3,5,"Brighton/Allston/Fenway",3519341
7031256,15,"2010Q2","2_ClassB","1_Net",3,6,1,2000,42.087886,-71.055269,1,3,3,"Route 24",4304037
7076928,18,"2010Q2","2_ClassB","3_FullService",0,2,3,375,42.1942809,-70.7250517,1,1,5,"Route 3 Corridor",5265568
7086527,12,"2010Q2","2_ClassB","2_Between",3,69,1,550,42.136562,-70.9013972,1,1,1,"Route 3 Corridor",4215556
7123374,15,"2010Q2","3_ClassC","1_Net",3,67,1,2100,41.7122792,-70.7713747,1,5,5,"Attleboro/New Bedford",4258825
220971,19,"2010Q3","3_ClassC","3_FullService",8,32,2,750,42.107539,-70.759612,5,NA,NA,"Route 3 Corridor",3340063
222162,18,"2010Q3","2_ClassB","3_FullService",2,24,2,1100,42.3578256,-71.137182,5,NA,NA,"Brighton/Allston/Fenway",4949090
222162,18,"2010Q3","2_ClassB","2_Between",10,22,1,1000,42.3578256,-71.137182,1,3,5,"Brighton/Allston/Fenway",3002572
222556,25,"2010Q3","2_ClassB","3_FullService",2,31,1,1200,42.365596,-71.050603,5,NA,NA,"North End/Waterfront",5024887
222588,25,"2010Q3","2_ClassB","1_Net",12,20,1,1750,42.3367325,-71.1513532,1,10,10,"Brighton/Allston/Fenway",5090744
223233,19,"2010Q3","2_ClassB","3_FullService",0,30,4,7500,42.3470967,-71.1414663,1,1,1,"Brighton/Allston/Fenway",5392704
