"value","s.e."
"(Intercept)",2.99607658581128,0.0216979086517727
"Quarters",0.000308838864324569,0.000688460294970062
"ListAge",-0.00229395450174495,0.000208829864288225
"Floor",0.00865288349338297,0.00100787309643077
"BldgClass2_ClassB",-0.214551354701277,0.00735319538113966
"BldgClass3_ClassC",-0.32120159525173,0.0100380012920173
"ST1_Net",0.0195500458652291,0.0163559069456876
"ST2_Between",0.0531327519292616,0.015884535225732
"ST3_FullService",0.106920674685065,0.0151433114152834
"QuarterOff2005Q3",-0.00634181826420488,0.0190014832265058
"QuarterOff2005Q4",0.000655001621097224,0.0190825141891002
"QuarterOff2006Q1",0.034017203448966,0.0189496591787422
"QuarterOff2006Q2",0.0119295538060697,0.0182331971233384
"QuarterOff2006Q3",0.0389444158237872,0.0189652433886188
"QuarterOff2006Q4",0.031606132771531,0.0191443158824135
"QuarterOff2007Q1",0.068175341347239,0.0192791337103908
"QuarterOff2007Q2",0.0687516421031592,0.0198831369549003
"QuarterOff2007Q3",0.0708829186962325,0.0188756663018744
"QuarterOff2007Q4",0.0716863418643031,0.0202311814908785
"QuarterOff2008Q1",0.0445660930781588,0.0186127033686594
"QuarterOff2008Q2",0.055160166091228,0.0199247511740539
"QuarterOff2008Q3",0.0604142773073701,0.0195786045899644
"QuarterOff2008Q4",0.0572772538856036,0.019447159605106
"QuarterOff2009Q1",0.0335286657426644,0.0206727684565827
"QuarterOff2009Q2",0.00326426609758767,0.0189786321914506
"QuarterOff2009Q3",0.0260924969274461,0.0190075677602302
"QuarterOff2009Q4",0.0371159135061461,0.0191634242898674
"QuarterOff2010Q1",0.0208420395902545,0.0198499417475799
"QuarterOff2010Q2",0.0471404345368217,0.0199351000102476
"QuarterOff2010Q3",0.034536534736787,0.0187609169241496
"QuarterOff2010Q4",0.0262388200252876,0.0194235565855657
"QuarterOff2011Q1",0.0652330817361887,0.0200136966167257
"QuarterOff2011Q2",0.0549335678731619,0.0198895320225782
"QuarterOff2011Q3",0.0473165104008257,0.018827454390011
"QuarterOff2011Q4",0.0204997207127999,0.0201059307301315
"Lambda",0.576661698426128,0.0171929664235296
