"value","s.e."
"(Intercept)",2.91327446408284,0.0263412895595102
"Quarters",0.000958655396139595,0.000774215800041877
"ListAge",-0.00233285096442706,0.000270083752262319
"Floor",0.00745381480085801,0.00111341141833354
"BldgClass2_ClassB",-0.183213845712727,0.0115523217526532
"BldgClass3_ClassC",-0.354782807974088,0.0148761683399235
"ST1_Net",-0.171272331526708,0.0184589069419502
"ST2_Between",-0.0376552206073231,0.0166223402723189
"ST3_FullService",0.0341699955021754,0.0159240504419112
"QuarterOff2005Q3",0.00946787105561999,0.0242911821567903
"QuarterOff2005Q4",-0.0219351700716455,0.0261467803351441
"QuarterOff2006Q1",-0.00201787852322001,0.0243037510663553
"QuarterOff2006Q2",-0.0222517738128869,0.0267106822759894
"QuarterOff2006Q3",-0.0125057037594664,0.0246782042824723
"QuarterOff2006Q4",-0.024782127108564,0.0246677926623095
"QuarterOff2007Q1",0.00501542842875608,0.0248327081268607
"QuarterOff2007Q2",0.0134894299037407,0.0281060285148109
"QuarterOff2007Q3",0.0638740456757891,0.0254040702256779
"QuarterOff2007Q4",0.0262224312794481,0.026263367014906
"QuarterOff2008Q1",-0.00428859845717746,0.0274870413144499
"QuarterOff2008Q2",-0.0159116945952106,0.0274405645063277
"QuarterOff2008Q3",0.00177825774604997,0.024903539838006
"QuarterOff2008Q4",-0.0245920886156624,0.0251716501055575
"QuarterOff2009Q1",-0.108806366528372,0.0293845416553034
"QuarterOff2009Q2",-0.0458265816124869,0.027642538819691
"QuarterOff2009Q3",-0.0106599177194376,0.0290861994441673
"QuarterOff2009Q4",-5.58971651626549e-05,0.0245652635850825
"QuarterOff2010Q1",-0.0580820902456864,0.0264344326482826
"QuarterOff2010Q2",-0.0265040320006096,0.0296954973886708
"QuarterOff2010Q3",-0.0235980441910158,0.025610936067496
"QuarterOff2010Q4",-0.0246376246672118,0.0276098665670901
"QuarterOff2011Q1",-0.0191158372980695,0.0279309734075004
"QuarterOff2011Q2",-0.0219837585747414,0.0280709245445884
"QuarterOff2011Q3",-0.119414374187121,0.0271829614222948
"QuarterOff2011Q4",-0.0162309703835051,0.0267367925825099
"Lambda",0.634308318562307,0.0193316974817412
