"","AskingRate","QuarterOff","BldgClass","ST","Quarters","ListAge","Floor","AvgSqft","Latitude","Longitude"
"1822819",13.71,"2010Q4","3_ClassC","2_Between",1,60,2,700,42.148033,-71.251127
"1822825",22,"2010Q2","2_ClassB","3_FullService",15,20,2,2930,42.187912,-70.955832
"1822905",22,"2010Q2","2_ClassB","3_FullService",7,22,2,2795,42.187912,-70.955832
"1823007",6.95,"2008Q3","2_ClassB","1_Net",4,18,3,3750,42.1531237,-71.1046197
"1823008",10,"2005Q4","2_ClassB","2_Between",10,14,1,1800,42.1531237,-71.1046197
"1823216",22,"2010Q2","2_ClassB","3_FullService",5,23,1,8135,42.187912,-70.955832
"1823219",14,"2010Q4","3_ClassC","3_FullService",14,14,1,1800,42.1918894,-71.2026818
"1823220",14,"2009Q1","3_ClassC","3_FullService",1,15,1,561,42.1918894,-71.2026818
"1823221",14.5,"2011Q4","3_ClassC","3_FullService",2,18,1,815,42.1918894,-71.2026818
"1823222",14,"2009Q1","3_ClassC","3_FullService",1,15,2,561,42.1918894,-71.2026818
"1823223",14,"2007Q2","3_ClassC","2_Between",1,14,3,780,42.1918894,-71.2026818
"1823232",9.42,"2011Q1","2_ClassB","3_FullService",4,30,1,700,42.1937018,-71.2902068
"1823233",10.36,"2011Q3","2_ClassB","3_FullService",2,31,1,600,42.1937018,-71.2902068
"1823242",14,"2011Q4","2_ClassB","3_FullService",1,7,2,1759,42.1553403,-70.8758328
"1823257",25,"2007Q1","1_ClassA","0_Unknown",2,21,2,17012,42.303632,-71.377115
"1823260",23.5,"2011Q4","1_ClassA","2_Between",3,26,3,1800,42.303632,-71.377115
"1823262",23,"2005Q2","1_ClassA","2_Between",0,20,4,18234,42.303632,-71.377115
"1823360",14,"2011Q1","3_ClassC","3_FullService",13,14,1,900,42.1918894,-71.2026818
"1823366",6.46,"2006Q4","3_ClassC","3_FullService",3,19,1,650,42.1546606,-71.07416
"1823413",25,"2006Q3","2_ClassB","3_FullService",2,16,1,4250,42.303184,-71.221441
"1823414",23,"2005Q2","1_ClassA","2_Between",4,19,2,1800,42.303632,-71.377115
"1823418",37,"2008Q4","2_ClassB","3_FullService",2,9,2,13600,42.3048831,-71.3243987
"1823419",19.5,"2009Q1","3_ClassC","2_Between",6,33,1,2046,42.3053851,-71.2189552
"1823425",28,"2011Q4","2_ClassB","2_Between",6,24,2,2680,42.3083645,-71.2781265
"1823447",15,"2011Q2","2_ClassB","2_Between",3,2,2,1100,42.3039459,-71.0590498
"1823509",13,"2007Q3","2_ClassB","2_Between",5,17,2,3600,42.1531237,-71.1046197
"1823515",12,"2006Q2","2_ClassB","1_Net",1,21,3,1500,42.1544465,-71.0746236
"1823579",14,"2011Q2","2_ClassB","2_Between",3,24,1,581,42.1488963,-71.1050315
"1823744",19.5,"2007Q1","3_ClassC","2_Between",2,32,2,1546,42.3053851,-71.2189552
"1823745",19.5,"2006Q2","3_ClassC","2_Between",1,32,1,1200,42.3053851,-71.2189552
"1823748",30,"2010Q1","2_ClassB","1_Net",3,8,1,1800,42.3056328,-71.3140415
"1823753",35,"2007Q4","2_ClassB","2_Between",3,17,3,3560,42.3085709,-71.277096
"1823757",22,"2007Q3","2_ClassB","0_Unknown",3,29,3,8289,42.3118616,-71.3889436
"1823824",20,"2007Q1","1_ClassA","3_FullService",2,30,3,3375,42.3129804,-71.3907417
"1823825",21,"2009Q4","1_ClassA","3_FullService",4,32,3,2956,42.3129804,-71.3907417
"1823827",24,"2008Q3","1_ClassA","2_Between",1,32,4,4449,42.3129804,-71.3907417
"1823869",16.5,"2006Q2","2_ClassB","2_Between",3,19,1,3000,42.187912,-70.955832
"1823872",20,"2010Q4","2_ClassB","2_Between",0,8,3,5107,42.191244,-70.943477
"1823876",10.78,"2011Q3","2_ClassB","2_Between",1,28,2,835,42.1931532,-71.3236768
"1823883",12,"2007Q3","2_ClassB","1_Net",1,22,3,1500,42.1544465,-71.0746236
"1823884",14.6,"2009Q1","3_ClassC","2_Between",1,21,1,986,42.1546606,-71.07416
"1823936",35,"2007Q2","2_ClassB","2_Between",2,26,3,836,42.313058,-71.274272
"1823938",24,"2010Q3","3_ClassC","3_FullService",6,34,2,1710,42.3160859,-71.2447541
"1823939",24,"2008Q1","3_ClassC","3_FullService",5,31,3,730,42.3160859,-71.2447541
"1823940",23.5,"2006Q2","3_ClassC","3_FullService",5,30,1,1946,42.3160859,-71.2447541
"1823943",23.5,"2006Q2","3_ClassC","3_FullService",11,30,2,900,42.3165184,-71.243628
"1824007",25.5,"2008Q1","1_ClassA","2_Between",1,22,1,942,42.303632,-71.377115
"1824008",23,"2009Q4","1_ClassA","2_Between",7,23,3,10232,42.303632,-71.377115
"1824011",37,"2008Q4","2_ClassB","3_FullService",2,9,1,13600,42.3048831,-71.3243987
"1824012",28,"2009Q4","2_ClassB","2_Between",5,7,1,1237,42.3056328,-71.3140415
"1824015",26,"2011Q4","2_ClassB","2_Between",6,24,3,2009,42.3083645,-71.2781265
"1824017",35,"2010Q1","2_ClassB","3_FullService",1,19,1,860,42.3085709,-71.277096
"1824020",22,"2007Q3","2_ClassB","0_Unknown",3,29,3,3500,42.3118616,-71.3889436
"1824025",20,"2006Q4","1_ClassA","3_FullService",6,29,4,1100,42.3129804,-71.3907417
"1824030",19.5,"2005Q2","1_ClassA","0_Unknown",14,21,2,24625,42.31533,-71.394123
"1824031",28.5,"2009Q4","1_ClassA","3_FullService",5,28,2,17000,42.31533,-71.394123
"1824032",26,"2010Q2","3_ClassC","3_FullService",1,35,2,1279,42.3160859,-71.2447541
"1824033",23.5,"2005Q3","3_ClassC","3_FullService",4,29,3,610,42.3160859,-71.2447541
"1824036",24,"2009Q3","3_ClassC","3_FullService",2,34,3,730,42.3160859,-71.2447541
"1824038",24,"2009Q1","3_ClassC","3_FullService",3,35,2,1585,42.3165184,-71.243628
"1824072",25,"2007Q3","1_ClassA","2_Between",1,22,3,1802,42.303632,-71.377115
"1824077",20,"2011Q3","1_ClassA","2_Between",7,33,2,4500,42.3129804,-71.3907417
"1824084",27,"2008Q2","3_ClassC","0_Unknown",1,33,1,1279,42.3160859,-71.2447541
"1824085",28,"2009Q4","3_ClassC","2_Between",6,35,1,8510,42.3165184,-71.243628
"1824087",26,"2009Q4","3_ClassC","2_Between",2,40,2,2318,42.3169235,-71.2454326
"1824181",13.24,"2008Q1","3_ClassC","2_Between",4,18,2,1360,42.1584324,-70.9074513
"1824191",17.5,"2006Q4","2_ClassB","3_FullService",3,27,2,7000,42.1593149,-71.0596059
"1824203",21.5,"2009Q2","2_ClassB","2_Between",1,6,1,3002,42.3222391,-71.3539373
"1824215",26.75,"2008Q3","1_ClassA","0_Unknown",2,23,5,22032,42.303632,-71.377115
"1824216",25,"2009Q2","1_ClassA","0_Unknown",5,23,2,4248,42.303632,-71.377115
"1824218",23,"2009Q4","1_ClassA","2_Between",5,23,1,4838,42.303632,-71.377115
"1824222",28.5,"2009Q2","2_ClassB","2_Between",3,7,1,1220,42.3056328,-71.3140415
"1824231",20,"2006Q1","1_ClassA","3_FullService",13,26,1,8000,42.3129804,-71.3907417
"1824232",20,"2005Q4","1_ClassA","3_FullService",3,29,3,3975,42.3129804,-71.3907417
"1824233",20,"2006Q3","1_ClassA","2_Between",1,30,3,3145,42.3129804,-71.3907417
"1824235",21,"2009Q4","1_ClassA","3_FullService",3,33,4,1025,42.3129804,-71.3907417
"1824242",15,"2009Q1","2_ClassB","2_Between",3,22,2,5000,42.3142025,-71.3406392
"1824322",19,"2011Q1","2_ClassB","3_FullService",6,22,2,1200,42.158884,-70.904284
"1824333",21,"2007Q2","2_ClassB","2_Between",10,1,2,2900,42.3222391,-71.3539373
"1824458",19.5,"2005Q2","1_ClassA","0_Unknown",11,22,1,28000,42.31533,-71.394123
"1824459",19.5,"2005Q2","1_ClassA","0_Unknown",3,24,3,23714,42.31533,-71.394123
"1824461",24.5,"2011Q4","3_ClassC","3_FullService",3,36,2,1710,42.3160859,-71.2447541
"1824463",23.5,"2006Q1","3_ClassC","3_FullService",6,29,3,620,42.3160859,-71.2447541
"1824464",23.5,"2005Q2","3_ClassC","3_FullService",4,31,2,1440,42.3165184,-71.243628
"1824466",22.5,"2011Q1","3_ClassC","3_FullService",3,37,2,1440,42.3165184,-71.243628
"1824468",26,"2005Q4","3_ClassC","1_Net",3,32,1,9000,42.3165184,-71.243628
"1824469",22,"2010Q2","3_ClassC","2_Between",13,38,1,5000,42.3169235,-71.2454326
"1824486",17.5,"2006Q1","2_ClassB","3_FullService",2,26,1,4900,42.1593149,-71.0596059
"1824489",12.48,"2011Q1","3_ClassC","3_FullService",2,70,1,1538,42.159884,-71.108208
"1824667",15,"2006Q4","3_ClassC","1_Net",1,38,1,1386,42.195165,-71.00467
"1824668",10,"2010Q4","3_ClassC","3_FullService",1,42,1,679,42.195165,-71.00467
"1824669",16,"2009Q1","3_ClassC","3_FullService",3,40,1,1381,42.195165,-71.00467
"1824674",18,"2005Q4","2_ClassB","2_Between",3,7,1,3365,42.1602434,-70.8804687
"1824676",14,"2009Q3","2_ClassB","2_Between",1,29,1,1315,42.1611061,-71.1995733
"1825092",18.5,"2010Q4","2_ClassB","2_Between",3,12,1,3625,42.1602434,-70.8804687
"1825093",19,"2010Q2","2_ClassB","2_Between",8,10,1,5374,42.1602434,-70.8804687
"1825094",20,"2008Q2","2_ClassB","2_Between",3,9,2,2787,42.1602434,-70.8804687
"1825097",14.95,"2008Q1","2_ClassB","1_Net",2,27,1,3500,42.1611061,-71.1995733
"1825134",14,"2009Q2","2_ClassB","2_Between",1,29,1,1250,42.1611061,-71.1995733
"1825136",14,"2009Q3","2_ClassB","2_Between",0,29,1,2372,42.1611061,-71.1995733
"1825146",20,"2011Q3","3_ClassC","1_Net",9,74,2,2500,42.1577583,-71.0069062
"1825148",29,"2005Q4","1_ClassA","2_Between",7,7,1,7852,42.15989,-70.8795722
"1825149",18.5,"2009Q2","1_ClassA","2_Between",7,10,1,9835,42.15989,-70.8795722
"1825150",17,"2005Q4","3_ClassC","0_Unknown",0,105,2,1400,42.160467,-70.8573557
"1825151",17,"2005Q4","3_ClassC","0_Unknown",0,105,1,1400,42.160467,-70.8573557
"1825155",15,"2007Q4","2_ClassB","2_Between",8,16,2,1900,42.1624268,-70.9082548
"1825157",16,"2007Q4","2_ClassB","2_Between",6,17,1,576,42.1624268,-70.9082548
"1825158",15,"2006Q2","2_ClassB","2_Between",4,16,1,4650,42.1624268,-70.9082548
"1825159",15,"2006Q2","2_ClassB","2_Between",2,16,1,3000,42.1624268,-70.9082548
"1825160",16.5,"2010Q4","2_ClassB","2_Between",9,19,1,2371,42.1624268,-70.9082548
"1825524",18,"2010Q1","2_ClassB","2_Between",14,8,1,6141,42.1602434,-70.8804687
"1825528",11,"2007Q3","2_ClassB","1_Net",3,26,1,2400,42.1611061,-71.1995733
"1825554",13.4,"2010Q2","3_ClassC","2_Between",4,24,1,1791,42.162537,-70.865414
"1825591",15,"2005Q4","2_ClassB","2_Between",0,16,1,4100,42.1624268,-70.9082548
"1825742",19.5,"2005Q3","2_ClassB","2_Between",11,14,3,2100,42.1626139,-70.8995734
"1825743",20,"2010Q1","2_ClassB","2_Between",3,21,3,6000,42.1626139,-70.8995734
"1825744",8.5,"2009Q4","3_ClassC","1_Net",2,44,1,2800,42.1626991,-71.1612522
"1825881",21,"2007Q2","2_ClassB","2_Between",10,1,2,4000,42.3222391,-71.3539373
"1825884",14.12,"2009Q3","3_ClassC","2_Between",1,22,1,650,42.194669,-70.924251
"1825893",18,"2005Q4","2_ClassB","2_Between",7,6,1,3625,42.1602434,-70.8804687
"1825894",20,"2007Q4","2_ClassB","2_Between",1,9,1,3625,42.1602434,-70.8804687
"1825897",14,"2008Q4","2_ClassB","2_Between",0,28,2,1250,42.1611061,-71.1995733
"1826023",11,"2010Q2","2_ClassB","1_Net",6,22,1,32500,42.1592228,-70.8854665
"1826030",16,"2005Q3","2_ClassB","2_Between",1,16,1,1945,42.1624268,-70.9082548
"1826040",18.5,"2010Q4","2_ClassB","2_Between",7,20,2,2275,42.1606924,-71.2018312
"1826042",20,"2011Q3","2_ClassB","2_Between",15,19,1,2275,42.1626139,-70.8995734
"1826043",21,"2009Q1","2_ClassB","2_Between",5,19,1,3500,42.1626139,-70.8995734
"1826044",7,"2005Q4","3_ClassC","1_Net",2,40,1,7298,42.1626991,-71.1612522
"1826045",8.5,"2009Q2","3_ClassC","1_Net",1,44,1,4860,42.1626991,-71.1612522
"1826195",18.5,"2011Q1","2_ClassB","2_Between",6,20,2,1300,42.1606924,-71.2018312
"1826196",17,"2007Q2","2_ClassB","2_Between",5,17,2,2600,42.1606924,-71.2018312
"1826197",18.5,"2010Q4","2_ClassB","2_Between",5,20,2,1300,42.1606924,-71.2018312
"1826237",20,"2010Q1","2_ClassB","2_Between",9,19,3,2100,42.1626139,-70.8995734
"1826249",15,"2011Q4","3_ClassC","1_Net",5,2,1,680,42.195987,-70.724613
"1826250",15,"2010Q4","3_ClassC","1_Net",7,1,1,2050,42.195987,-70.724613
"1826254",22,"2007Q1","1_ClassA","2_Between",6,18,2,4335,42.227707,-71.0255988
"1826255",24,"2008Q1","1_ClassA","2_Between",10,18,2,2026,42.227707,-71.0255988
"1826260",20,"2008Q3","2_ClassB","3_FullService",6,49,1,600,42.2293079,-71.2215558
"1826263",21,"2006Q3","1_ClassA","2_Between",2,19,1,5207.5,42.169588,-71.2017544
"1826264",21.5,"2010Q2","1_ClassA","2_Between",2,22,1,12000,42.169588,-71.2017544
"1826265",18,"2010Q4","1_ClassA","2_Between",0,23,1,2940,42.169588,-71.2017544
"1826310",8.5,"2009Q4","3_ClassC","1_Net",2,44,1,1560,42.1626991,-71.1612522
"1826319",15,"2009Q3","3_ClassC","1_Net",2,1,1,1900,42.195987,-70.724613
"1826322",14,"2010Q3","3_ClassC","3_FullService",2,27,1,600,42.199256,-70.953821
"1826374",21.5,"2009Q2","2_ClassB","2_Between",7,22,2,4601.5,42.2006309,-71.1623244
"1826375",12,"2011Q1","3_ClassC","3_FullService",6,41,1,1560,42.200781,-71.064852
"1826416",12.75,"2005Q2","2_ClassB","2_Between",4,9,1,67500,42.1605127,-71.113228
"1826417",12.75,"2005Q3","2_ClassB","2_Between",1,10,1,32925,42.1605127,-71.113228
"1826418",14.75,"2006Q1","2_ClassB","2_Between",3,10,1,3227,42.1605127,-71.113228
"1826422",20,"2011Q3","2_ClassB","2_Between",5,22,2,2500,42.1626139,-70.8995734
"1826423",19.5,"2005Q2","2_ClassB","2_Between",10,14,3,5607.5,42.1626139,-70.8995734
"1826425",7.5,"2011Q2","3_ClassC","1_Net",7,44,1,4860,42.1626991,-71.1612522
"1826428",17.5,"2006Q2","3_ClassC","3_FullService",6,18,2,935,42.1643445,-71.1980023
"1826431",17.5,"2006Q4","3_ClassC","3_FullService",2,20,1,1500,42.1643445,-71.1980023
"1826432",17.47,"2011Q2","3_ClassC","3_FullService",4,24,3,570,42.1643445,-71.1980023
"1826449",18,"2011Q4","3_ClassC","2_Between",6,2,2,1800,42.195987,-70.724613
"1826450",20,"2011Q4","3_ClassC","2_Between",9,1,2,1700,42.195987,-70.724613
"1826452",20,"2010Q3","3_ClassC","2_Between",6,1,2,2050,42.195987,-70.724613
"1826453",20,"2010Q3","3_ClassC","1_Net",6,1,1,925,42.195987,-70.724613
"1826454",20,"2011Q3","3_ClassC","1_Net",4,2,1,1130,42.195987,-70.724613
"1826455",18.5,"2011Q2","2_ClassB","2_Between",4,7,1,3107,42.3222391,-71.3539373
"1826456",18.5,"2011Q2","2_ClassB","2_Between",0,8,3,5148,42.3222391,-71.3539373
"1826457",24,"2008Q1","1_ClassA","2_Between",1,20,4,3598,42.227707,-71.0255988
"1826458",22,"2005Q2","1_ClassA","2_Between",1,18,4,3598,42.227707,-71.0255988
"1826461",23,"2005Q3","1_ClassA","2_Between",8,16,1,21143,42.229048,-71.026645
"1826465",18,"2005Q2","1_ClassA","2_Between",12,15,1,2800,42.169588,-71.2017544
"1826466",18,"2010Q3","1_ClassA","2_Between",1,23,1,2940,42.169588,-71.2017544
"1826467",21.5,"2011Q3","1_ClassA","2_Between",10,22,1,2234,42.169588,-71.2017544
"1826480",23.75,"2010Q1","3_ClassC","3_FullService",3,26,1,480,42.199256,-70.953821
"1826486",21.5,"2006Q2","2_ClassB","2_Between",13,19,1,5198,42.166283,-70.898314
"1826609",14.25,"2008Q3","3_ClassC","3_FullService",8,41,2,876,42.1736842,-70.949976
"1826610",14.5,"2010Q4","3_ClassC","3_FullService",2,45,2,800,42.1736842,-70.949976
"1826632",25,"2011Q3","3_ClassC","2_Between",10,1,2,900,42.195987,-70.724613
"1826634",24,"2008Q2","1_ClassA","2_Between",7,19,3,651,42.227707,-71.0255988
"1826637",23,"2005Q3","1_ClassA","2_Between",8,16,3,21788,42.229048,-71.026645
"1826638",23,"2005Q3","1_ClassA","2_Between",8,16,4,20216,42.229048,-71.026645
"1826639",16,"2011Q1","2_ClassB","2_Between",1,52,2,1350,42.2293079,-71.2215558
"1826641",16,"2010Q1","2_ClassB","2_Between",0,52,3,1200,42.2293079,-71.2215558
"1826642",22,"2008Q3","2_ClassB","0_Unknown",2,19,1,1840,42.169074,-70.880942
"1826649",8.5,"2009Q4","3_ClassC","1_Net",2,44,1,5640,42.1626991,-71.1612522
"1826927",17.62,"2011Q2","3_ClassC","3_FullService",4,24,3,565,42.1643445,-71.1980023
"1826934",20,"2011Q3","3_ClassC","2_Between",1,3,2,525,42.195987,-70.724613
"1826935",15,"2011Q4","3_ClassC","1_Net",4,2,1,3000,42.195987,-70.724613
"1826936",18.5,"2011Q2","2_ClassB","2_Between",3,7,1,7224,42.3222391,-71.3539373
"1826937",21,"2007Q2","2_ClassB","2_Between",0,4,3,2200,42.3222391,-71.3539373
"1826938",24,"2008Q1","1_ClassA","2_Between",6,19,3,2209,42.227707,-71.0255988
"1826940",23,"2005Q3","1_ClassA","2_Between",8,16,2,21788,42.229048,-71.026645
"1826942",23,"2005Q3","1_ClassA","2_Between",8,16,5,18416,42.229048,-71.026645
"1826944",16,"2011Q1","2_ClassB","2_Between",4,52,3,1600,42.2293079,-71.2215558
"1826945",20,"2009Q1","2_ClassB","3_FullService",4,50,2,1200,42.2293079,-71.2215558
"1826954",13,"2010Q4","3_ClassC","3_FullService",0,45,3,600,42.1736842,-70.949976
"1826990",12,"2008Q1","2_ClassB","1_Net",2,22,2,10548,42.2006309,-71.1623244
"1827088",14.5,"2007Q1","2_ClassB","2_Between",2,22,2,2222,42.208833,-70.957505
"1827554",17.25,"2011Q4","2_ClassB","2_Between",1,27,2,800,42.208833,-70.957505
"1828312",14.5,"2010Q2","3_ClassC","3_FullService",7,43,3,550,42.1736842,-70.949976
"1828313",14,"2006Q3","3_ClassC","3_FullService",9,39,1,732,42.1736842,-70.949976
"1828326",12,"2009Q1","2_ClassB","0_Unknown",0,23,2,1590,42.1814804,-71.1928164
"1828327",12,"2011Q3","2_ClassB","1_Net",10,23,2,2840,42.1814804,-71.1928164
"1828331",14.5,"2005Q3","2_ClassB","2_Between",4,15,1,1500,42.1858414,-71.1770778
"1828332",11.75,"2008Q2","2_ClassB","2_Between",2,18,1,1530,42.1858414,-71.1770778
"1828333",11.25,"2009Q3","2_ClassB","2_Between",2,20,1,1600,42.1858414,-71.1770778
"1828335",18.5,"2008Q4","2_ClassB","3_FullService",5,7,3,4421.5,42.1900156,-71.5382624
"1828481",12,"2009Q1","2_ClassB","1_Net",2,22,2,3715,42.1814804,-71.1928164
"1828487",18.5,"2008Q4","2_ClassB","3_FullService",5,7,4,4421.5,42.1900156,-71.5382624
"1828493",20,"2005Q3","2_ClassB","2_Between",2,0,2,4750,42.1913285,-70.9435149
"1828496",16,"2005Q4","2_ClassB","2_Between",5,17,1,2500,42.1934696,-71.1524433
"1828499",17,"2005Q3","3_ClassC","2_Between",8,19,2,1200,42.1939715,-71.1829171
"1828500",19.5,"2007Q1","3_ClassC","2_Between",14,19,3,1331,42.1939715,-71.1829171
"1828506",23,"2006Q1","1_ClassA","2_Between",0,25,3,1520,42.2301527,-71.0256774
"1828508",23,"2011Q4","1_ClassA","2_Between",12,27,3,4700,42.2301527,-71.0256774
"1828529",16,"2010Q1","2_ClassB","2_Between",2,51,2,1200,42.2293079,-71.2215558
"1828532",23,"2005Q3","1_ClassA","2_Between",2,24,1,806,42.2301527,-71.0256774
"1828534",23,"2006Q3","1_ClassA","2_Between",2,25,3,843,42.2301527,-71.0256774
"1828535",24.5,"2007Q4","1_ClassA","2_Between",2,26,3,2293,42.2301527,-71.0256774
"1828569",8,"2007Q3","2_ClassB","1_Net",7,20,1,2400,42.1862889,-71.0084339
"1828571",6.5,"2006Q2","3_ClassC","3_FullService",2,25,1,500,42.1886611,-71.3077749
"1828584",13,"2006Q1","3_ClassC","2_Between",8,20,1,1150,42.1939715,-71.1829171
"1828590",16,"2009Q4","2_ClassB","1_Net",3,9,1,1872,42.1857956,-71.1781936
"1828609",18,"2011Q4","1_ClassA","2_Between",9,26,3,2144,42.219719,-71.0320078
"1828610",16.5,"2010Q4","1_ClassA","2_Between",8,25,4,3288.5,42.219719,-71.0320078
"1828611",22,"2006Q3","1_ClassA","0_Unknown",0,23,4,2221.5,42.219719,-71.0320078
"1828612",22,"2008Q4","1_ClassA","0_Unknown",11,23,1,2877,42.219719,-71.0320078
"1828622",25,"2007Q2","1_ClassA","2_Between",1,26,1,2752,42.2301527,-71.0256774
"1828624",23,"2011Q1","1_ClassA","2_Between",4,29,1,710,42.2301527,-71.0256774
"1828625",6.5,"2006Q3","3_ClassC","1_Net",3,23,1,3600,42.2307717,-71.4290549
"1828702",19.75,"2005Q2","2_ClassB","2_Between",1,18,3,3791,42.2339033,-71.014253
"1828703",21.75,"2005Q3","2_ClassB","2_Between",1,18,3,3791,42.2339033,-71.014253
"1828821",22,"2007Q2","1_ClassA","0_Unknown",3,23,3,740,42.219719,-71.0320078
"1828822",22,"2009Q2","1_ClassA","0_Unknown",2,25,3,1375,42.219719,-71.0320078
"1828823",22,"2008Q4","1_ClassA","0_Unknown",6,24,1,1486,42.219719,-71.0320078
"1828824",22,"2007Q2","1_ClassA","0_Unknown",3,23,4,2128.5,42.219719,-71.0320078
"1828825",22,"2009Q1","1_ClassA","0_Unknown",1,25,3,2788,42.219719,-71.0320078
"1828826",22,"2009Q3","1_ClassA","1_Net",12,23,2,1448,42.219719,-71.0320078
"1828850",17.16,"2010Q4","2_ClassB","2_Between",1,2,3,437,42.1942809,-70.7250517
"1828904",14.4,"2010Q4","3_ClassC","3_FullService",5,21,4,562,42.187964,-71.307172
"1828906",12,"2008Q2","3_ClassC","1_Net",5,57,1,8000,42.196826,-71.003574
"1828951",19.75,"2011Q1","2_ClassB","2_Between",12,21,1,1753,42.2339033,-71.014253
"1828952",21.75,"2010Q1","2_ClassB","2_Between",0,23,3,1695,42.2339033,-71.014253
"1828958",16.5,"2010Q2","1_ClassA","2_Between",6,25,3,1995,42.219719,-71.0320078
"1828959",22,"2007Q2","1_ClassA","0_Unknown",3,23,3,1475,42.219719,-71.0320078
"1828971",14.5,"2008Q3","3_ClassC","2_Between",6,35,1,654,42.1916,-71.202499
"1828972",14.5,"2010Q4","3_ClassC","2_Between",5,37,1,736,42.1916,-71.202499
"1829037",11.61,"2009Q1","2_ClassB","3_FullService",3,19,1,1550,42.1858414,-71.1770778
"1829038",8,"2007Q1","2_ClassB","1_Net",12,19,1,40800,42.1862889,-71.0084339
"1829043",18.5,"2008Q4","2_ClassB","3_FullService",3,8,2,3153,42.1900156,-71.5382624
"1829052",20,"2007Q4","3_ClassC","1_Net",7,22,2,2300,42.1939715,-71.1829171
"1829054",17.74,"2010Q1","2_ClassB","2_Between",2,51,2,575,42.2293079,-71.2215558
"1829058",23,"2006Q1","1_ClassA","2_Between",2,24,3,1540,42.2301527,-71.0256774
"1829060",23,"2011Q1","1_ClassA","2_Between",2,29,3,806,42.2301527,-71.0256774
"1829078",23.65,"2009Q3","3_ClassC","3_FullService",6,20,4,695,42.187964,-71.307172
"1829079",21.91,"2010Q4","3_ClassC","2_Between",6,23,1,753,42.19724,-71.197621
"1829080",19.5,"2010Q3","3_ClassC","2_Between",2,24,1,1066,42.19724,-71.197621
"1829088",22.75,"2007Q3","2_ClassB","2_Between",2,20,1,5393,42.2339033,-71.014253
"1829089",21.75,"2010Q1","2_ClassB","2_Between",8,21,3,1191,42.2339033,-71.014253
"1829090",20.75,"2005Q3","2_ClassB","2_Between",1,18,3,1191,42.2339033,-71.014253
"1829121",15,"2009Q1","2_ClassB","2_Between",7,26,1,2544,42.2257847,-71.0312348
"1829122",23.5,"2005Q4","2_ClassB","2_Between",10,20,2,2405,42.2265903,-71.177733
"1829126",10,"2010Q1","3_ClassC","1_Net",6,24,1,1863,42.192332,-71.1499937
"1829393",14.5,"2011Q4","3_ClassC","3_FullService",1,39,1,700,42.1916,-71.202499
"1829396",12,"2006Q2","3_ClassC","2_Between",1,53,1,473,42.2236346,-71.1829995
"1829398",13,"2007Q2","3_ClassC","3_FullService",5,53,1,536,42.2236346,-71.1829995
"1829405",10,"2010Q1","3_ClassC","1_Net",6,24,1,10553,42.192332,-71.1499937
"1829408",18,"2010Q3","2_ClassB","3_FullService",5,1,3,438,42.1942809,-70.7250517
"1829728",14.5,"2008Q3","3_ClassC","2_Between",6,35,1,1156,42.1916,-71.202499
"1829733",23.5,"2006Q1","2_ClassB","2_Between",11,20,2,3700,42.2265903,-71.177733
"1829734",23.5,"2006Q1","2_ClassB","2_Between",11,20,1,7181,42.2265903,-71.177733
"1829748",18,"2010Q3","2_ClassB","3_FullService",5,1,3,376,42.1942809,-70.7250517
"1829915",21.5,"2008Q3","1_ClassA","2_Between",2,23,2,3160,42.1618021,-71.201739
"1829916",21.5,"2008Q4","1_ClassA","2_Between",3,23,2,3000,42.1618021,-71.201739
"1829919",8.72,"2010Q4","3_ClassC","2_Between",1,80,1,1100,42.1619,-71.238932
"1829925",12,"2009Q2","3_ClassC","2_Between",1,27,1,500,42.1643321,-71.2346986
