"Quarters","Rent_EW","Rent_VW"
"CBSAID","48620","IND"
"2006Q1","4.4588","4.900319073809"
"2006Q2","4.480713674915","4.862080263706"
"2006Q3","4.506999429921","4.728460686935"
"2006Q4","4.447073763541","4.226707511615"
"2007Q1","4.322317369566","4.122806927071"
"2007Q2","4.41093932192","3.868502391194"
"2007Q3","4.411992052452","3.884110670746"
"2007Q4","4.3390252584","3.808811943327"
"2008Q1","4.354872940282","3.828458974675"
"2008Q2","4.550510132532","3.915272725453"
"2008Q3","4.739718112824","4.068870171231"
"2008Q4","4.750776554799","4.126501369171"
"2009Q1","4.819117111622","4.257159091958"
"2009Q2","4.746142953498","4.214062564395"
"2009Q3","4.773332642254","4.222391151802"
"2009Q4","4.910003806698","4.221129034505"
"2010Q1","4.878478974849","4.265356681313"
"2010Q2","4.959428573278","4.35651214002"
"2010Q3","4.977327391526","4.333895525281"
"2010Q4","4.784608951004","4.205457208229"
"2011Q1","4.693685791494","4.13725748867"
"2011Q2","4.677319782413","4.118244897887"
"2011Q3","4.644696172829","4.015803067776"
"2011Q4","4.660858213064","4.024862303984"
"2012Q1","4.600040610832","3.971970210926"
"2012Q2","4.548108278486","4.025291546357"
