"Quarters","Rent_EW","Rent_VW"
"CBSAID","36260","IND"
"2005Q3","5.521658883947","4.743402395924"
"2005Q4","5.368936500321","4.489921769389"
"2006Q1","5.248817569935","4.427322971787"
"2006Q2","5.62376641265","5.089878989594"
"2006Q3","5.433914254953","4.839497582846"
"2006Q4","5.366262177406","5.264540121815"
"2007Q1","5.244306301275","4.601159230872"
"2007Q2","5.059398383941","4.109844791596"
"2007Q3","5.354308499492","4.533741254774"
"2007Q4","5.781890788538","4.66540025037"
"2008Q1","5.847625440819","4.693873595785"
"2008Q2","5.917920081534","4.506343977789"
"2008Q3","5.883076874331","4.535963312235"
"2008Q4","5.897922355925","4.633084438158"
"2009Q1","5.981104456416","4.545233711701"
"2009Q2","5.964567450204","4.27541970521"
"2009Q3","5.766288618135","4.207823981391"
"2009Q4","5.750526161516","4.090986786346"
"2010Q1","5.584289418236","3.770380212607"
"2010Q2","5.73997042691","3.840729121846"
"2010Q3","5.643272744172","3.853452777597"
"2010Q4","5.673981363405","3.980830293417"
"2011Q1","5.661030572244","3.85391359378"
"2011Q2","5.627531578959","3.839472969433"
"2011Q3","5.43579681899","3.829850955099"
"2011Q4","5.263151069417","3.753558437426"
"2012Q1","5.217126495366","3.839692705386"
"2012Q2","5.337432140809","3.805877623911"
