"Quarters","Rent_EW","Rent_VW"
"CBSAID","48424","IND"
"1999Q2","7.112949978665","7.021768504362"
"1999Q3","6.987642939239","6.39664163324"
"1999Q4","7.072871964991","6.609559150391"
"2000Q1","7.133821266168","6.695469489341"
"2000Q2","7.205842483489","6.70599993037"
"2000Q3","7.243706581993","6.583643494588"
"2000Q4","7.311399057495","6.635670662767"
"2001Q1","7.399631705803","6.795773142942"
"2001Q2","7.412256177243","6.836838369002"
"2001Q3","7.719164082282","7.005546358573"
"2001Q4","8.025294852068","7.056226708429"
"2002Q1","8.049685268447","6.939150618658"
"2002Q2","8.268499496792","7.007051052354"
"2002Q3","8.217391354518","7.043516173526"
"2002Q4","8.113399262044","7.194336025298"
"2003Q1","8.114406619556","7.154196675433"
"2003Q2","8.037566478854","7.047762637824"
"2003Q3","8.063492536312","6.653684696397"
"2003Q4","7.966995006577","6.701674444893"
"2004Q1","7.690487897502","6.632875639712"
"2004Q2","7.684165452796","6.551314525114"
"2004Q3","8.037137217385","6.798196569557"
"2004Q4","8.145195034855","6.839134166618"
"2005Q1","8.443822691096","7.133342128573"
"2005Q2","8.261552175237","7.299586907119"
"2005Q3","8.381177305256","7.66047206484"
"2005Q4","8.571224369739","7.676379238195"
"2006Q1","8.712003467406","7.958129109401"
"2006Q2","9.078179877149","8.235382590829"
"2006Q3","9.502957507866","8.387587476212"
"2006Q4","10.207039862434","9.158955782286"
"2007Q1","10.814675912475","9.517865327832"
"2007Q2","10.852193560716","9.509266696645"
"2007Q3","10.942370567166","9.715302194958"
"2007Q4","10.848568266882","9.472284975685"
"2008Q1","10.547271570067","9.457426740126"
"2008Q2","10.38972121555","9.331429251802"
"2008Q3","10.295632961956","9.302844354741"
"2008Q4","10.082483764189","9.230141773127"
"2009Q1","9.730422162763","8.821975794967"
"2009Q2","9.45054291396","8.494962883762"
"2009Q3","9.298556083308","8.311908829606"
"2009Q4","9.007120692252","7.9938194734"
"2010Q1","8.833439101498","7.742409596492"
"2010Q2","8.7846301434","7.597557392473"
"2010Q3","8.804839968443","7.585381173791"
"2010Q4","8.804209447164","7.671273001986"
"2011Q1","8.696486619426","7.478108301855"
"2011Q2","8.682917117182","7.451399374199"
"2011Q3","8.596163796853","7.379764360737"
"2011Q4","8.599970367651","7.390529535524"
"2012Q1","8.671415082913","7.371730953302"
"2012Q2","8.756048574389","7.52048986733"
