"Quarters","Rent_EW","Rent_VW"
"CBSAID","26620","IND"
"2006Q1","5.666666666666","5.429783433802"
"2006Q2","5.666666666666","5.429783433802"
"2006Q3","5.666666666666","5.429783433802"
"2006Q4","5.666666666666","5.429783433802"
"2007Q1","4.722221955168","4.754080955797"
"2007Q2","6.227272508773","5.406214093527"
"2007Q3","6.522853310451","5.53426285128"
"2007Q4","5.644702262668","4.725734304117"
"2008Q1","5.644782637553","4.698621525917"
"2008Q2","5.391691708493","4.776636173603"
"2008Q3","5.160409953296","4.615642179725"
"2008Q4","4.987249678097","4.455150978614"
"2009Q1","5.021486305214","4.559797863502"
"2009Q2","5.141516841436","4.91464265553"
"2009Q3","5.15470571368","4.941320176431"
"2009Q4","4.946196217878","4.697411287683"
"2010Q1","5.063123296629","4.631275260757"
"2010Q2","5.129145729071","4.629453497229"
"2010Q3","5.167830315263","4.723593567965"
"2010Q4","5.037669307129","4.711600215163"
"2011Q1","5.074708924071","4.755772967444"
"2011Q2","4.942650396743","4.755831537793"
"2011Q3","4.937876190884","4.690687888257"
"2011Q4","4.985825828233","4.736005445463"
"2012Q1","4.886008992593","4.712536197431"
"2012Q2","4.836840239985","4.328514245674"
