"Quarters","Rent_EW","Rent_VW"
"CBSAID","46060","IND"
"2005Q2","6.194285066051","5.311735320036"
"2005Q3","6.374782898591","5.310101521026"
"2005Q4","6.554008761773","5.25574965757"
"2006Q1","6.413370082689","5.232814529711"
"2006Q2","6.793859204437","5.707301218641"
"2006Q3","6.980174578689","5.955952146082"
"2006Q4","7.348546470985","6.4117752703"
"2007Q1","7.705209047853","6.665655311523"
"2007Q2","7.900782948225","7.020585122881"
"2007Q3","8.264804635716","7.538655739426"
"2007Q4","8.348477607603","7.889508173572"
"2008Q1","8.524670988799","7.931518404184"
"2008Q2","8.79915637106","8.257540457237"
"2008Q3","8.625884975789","7.733866045415"
"2008Q4","8.652834399349","7.59596226927"
"2009Q1","8.352768822379","7.360804951416"
"2009Q2","8.063276329094","6.888597234617"
"2009Q3","7.967436035515","6.636864269268"
"2009Q4","7.55809434052","6.403832815055"
"2010Q1","7.46924882884","6.335584626863"
"2010Q2","7.26208284354","6.223036394257"
"2010Q3","7.280690033827","6.254717247871"
"2010Q4","7.284561975932","6.07560889424"
"2011Q1","7.439915636668","6.181710803881"
"2011Q2","7.317551442898","6.185567340318"
"2011Q3","7.166487766897","5.955728685409"
"2011Q4","7.126855221289","5.984959757117"
"2012Q1","6.915245697736","5.791269813204"
"2012Q2","7.007643403664","5.89872422501"
