"Quarters","Rent_EW","Rent_VW"
"CBSAID","22900","IND"
"2006Q1","3.75","3.75"
"2006Q2","3.75","3.75"
"2006Q3","2.955","2.275217391304"
"2006Q4","2.955","2.275217391304"
"2007Q1","3.386666666666","3.104957983193"
"2007Q2","3.386666666666","3.104957983193"
"2007Q3","3.077481124888","3.004917480845"
"2007Q4","3.553712189492","3.023869495339"
"2008Q1","3.846534142119","3.658851194607"
"2008Q2","3.909877669648","3.818378274372"
"2008Q3","4.259493054264","3.578104166388"
"2008Q4","3.780669598392","3.163439318222"
"2009Q1","3.697336291519","3.043516531185"
"2009Q2","3.953068844833","3.007368014711"
"2009Q3","3.698657406399","2.738507023726"
"2009Q4","3.487234130305","2.456725317135"
"2010Q1","3.381289588167","2.256734190514"
"2010Q2","3.555707706646","2.350913437924"
"2010Q3","3.515533710323","2.545950436106"
"2010Q4","3.181280209166","2.518973055199"
"2011Q1","3.283723033923","2.609863315268"
"2011Q2","3.331781906144","2.607335894105"
"2011Q3","3.377168050778","2.687987884242"
"2011Q4","3.285701065099","2.537827098474"
"2012Q1","3.431371102371","3.42997072049"
"2012Q2","3.328934189766","2.74135372904"
