"Quarters","Rent_EW","Rent_VW"
"CBSAID","34980","IND"
"1999Q4","2.5","2.5"
"2000Q1","2.5","2.5"
"2000Q2","2.5","2.5"
"2000Q3","2.5","2.5"
"2000Q4","3.896708876062","3.607783911494"
"2001Q1","3.894625533177","3.622180365351"
"2001Q2","3.858735251547","3.601867067562"
"2001Q3","3.830480491361","3.525071004389"
"2001Q4","3.792441327739","3.3869029869"
"2002Q1","3.77511739049","3.30163374453"
"2002Q2","3.785251288065","3.259479299932"
"2002Q3","3.773192519151","3.24112962209"
"2002Q4","3.769019162813","3.19419747781"
"2003Q1","3.744098170399","3.141450264757"
"2003Q2","3.801655012232","3.066208546717"
"2003Q3","3.810896570635","3.063051735157"
"2003Q4","3.816514715649","3.095147055497"
"2004Q1","3.752027694482","3.132506519043"
"2004Q2","3.839705882352","3.216615607365"
"2004Q3","4.618993136283","3.353036352082"
"2004Q4","4.651401874391","3.321400014893"
"2005Q1","4.60237893614","3.303840094753"
"2005Q2","4.506589324032","3.281411344473"
"2005Q3","4.613486350144","3.32080317807"
"2005Q4","4.667079250308","3.368579091572"
"2006Q1","4.779488554615","3.405314438492"
"2006Q2","4.836635523591","3.410554349541"
"2006Q3","4.849927215798","3.435079014219"
"2006Q4","5.006465420682","3.525889399227"
"2007Q1","5.025632326332","3.563887898867"
"2007Q2","5.15027817373","3.57237708563"
"2007Q3","5.143727177824","3.609413069651"
"2007Q4","5.199869023172","3.652300869267"
"2008Q1","5.147622269658","3.649138761627"
"2008Q2","5.19822195179","3.709355227805"
"2008Q3","5.356922294438","3.761635777612"
"2008Q4","5.487980182938","3.845520389008"
"2009Q1","5.58701416741","3.848691979895"
"2009Q2","5.633898307353","3.83981329026"
"2009Q3","5.422641549225","3.649973335088"
"2009Q4","5.385781474429","3.586631094138"
"2010Q1","5.320848553927","3.494876018492"
"2010Q2","5.268300428514","3.515702617655"
"2010Q3","5.18461632751","3.466156863677"
"2010Q4","5.189174241663","3.458313348445"
"2011Q1","5.304612559745","3.498462725054"
"2011Q2","5.385769552524","3.677650286862"
"2011Q3","5.381629666611","3.69346059338"
"2011Q4","5.54857148729","3.725804870585"
"2012Q1","5.443536645079","3.673409234664"
"2012Q2","5.366231530281","3.477470645362"
