"Quarters","Rent_EW","Rent_VW"
"CBSAID","41700","IND"
"2005Q2","5.212017047184","4.166033922581"
"2005Q3","5.387308520297","4.258275697839"
"2005Q4","5.138439159842","4.170305902073"
"2006Q1","4.970842581653","4.110138536588"
"2006Q2","5.040508748178","4.324971011541"
"2006Q3","5.179443071074","4.358516183215"
"2006Q4","5.227474959493","4.439807729461"
"2007Q1","5.345176285454","4.47177989922"
"2007Q2","5.471631743222","4.628655105371"
"2007Q3","5.576353215391","4.769821318529"
"2007Q4","5.684628241468","4.939913646122"
"2008Q1","6.056958005029","5.284061339368"
"2008Q2","5.851066660912","4.998248245322"
"2008Q3","5.816995653015","4.887337442509"
"2008Q4","6.252361146761","4.894283650531"
"2009Q1","6.193548076604","4.969003357663"
"2009Q2","6.154785145941","4.94689027807"
"2009Q3","5.950972365113","4.854513675403"
"2009Q4","5.980659721532","4.869428572897"
"2010Q1","5.849822655545","4.805678528167"
"2010Q2","5.960444705427","4.862348374361"
"2010Q3","6.026969240878","4.826405342219"
"2010Q4","6.00379149495","4.760544142582"
"2011Q1","5.989631207846","4.795411748813"
"2011Q2","6.062562521418","4.788027190093"
"2011Q3","5.986317245188","4.669782309398"
"2011Q4","6.043619707625","4.617309511818"
"2012Q1","6.1737443774","4.661621246063"
"2012Q2","6.061006801713","4.67448768838"
