"PropertyID","QuarterOff","AskingRate","BldgClass","Latitude","Longitude","SubmarketName"
111149,"2006Q2",21.5,"1_ClassA",42.4897983,-71.1974938,"Burlington/Woburn"
114786,"2006Q2",12,"2_ClassB",42.1544465,-71.0746236,"Route 24"
213017,"2006Q2",17,"2_ClassB",42.5188088,-70.9959735,"Peabody/Salem"
213037,"2006Q2",17,"2_ClassB",42.5608512,-70.9747885,"Danvers/Beverly"
213041,"2006Q2",16.5,"3_ClassC",42.463987,-70.951137,"Saugus/Lynn"
213043,"2006Q2",19.5,"2_ClassB",42.5205362,-70.9713275,"Peabody/Salem"
213054,"2006Q2",16.5,"2_ClassB",42.691945,-71.1914759,"Lawrence/Andover"
213058,"2006Q2",16,"2_ClassB",42.66157,-71.107768,"Lawrence/Andover"
213082,"2006Q2",18,"1_ClassA",42.5724103,-70.9080432,"Danvers/Beverly"
213110,"2006Q2",17,"3_ClassC",41.8760295,-70.9213543,"Attleboro/New Bedford"
213135,"2006Q2",17,"2_ClassB",42.5396158,-70.9511694,"Peabody/Salem"
213303,"2006Q2",21.7,"3_ClassC",42.655613,-71.139257,"Lawrence/Andover"
213415,"2006Q2",12.95,"2_ClassB",42.560495,-70.969701,"Danvers/Beverly"
213652,"2006Q2",12,"3_ClassC",42.4667117,-70.941498,"Saugus/Lynn"
213660,"2006Q2",12,"3_ClassC",42.467108,-70.940907,"Saugus/Lynn"
213760,"2006Q2",15.95,"2_ClassB",42.6669317,-71.1165802,"Lawrence/Andover"
213982,"2006Q2",15.5,"2_ClassB",42.5855775,-70.9631145,"Danvers/Beverly"
213997,"2006Q2",11,"2_ClassB",42.7042943,-71.141542,"Lawrence/Andover"
214015,"2006Q2",14,"3_ClassC",42.547506,-70.879529,"Danvers/Beverly"
214207,"2006Q2",17.5,"1_ClassA",42.6144901,-71.3245679,"Lowell/Chelmsford"
214252,"2006Q2",16,"2_ClassB",42.527528,-71.2623341,"Lowell/Chelmsford"
214258,"2006Q2",9,"2_ClassB",42.358018,-71.606688,"The Boroughs"
214286,"2006Q2",23,"2_ClassB",42.4673129,-71.30566,"Concord/Maynard"
214291,"2006Q2",17.35,"3_ClassC",42.384013,-71.263761,"Waltham/Watertown"
214315,"2006Q2",17.166666,"1_ClassA",42.49811,-71.476757,"Concord/Maynard"
214317,"2006Q2",14.95,"2_ClassB",42.486524,-71.209126,"Burlington/Woburn"
214323,"2006Q2",18.5,"1_ClassA",42.29763,-71.4803986,"Framingham/Natick"
214326,"2006Q2",18.95,"2_ClassB",42.5052056,-71.1270618,"Burlington/Woburn"
214334,"2006Q2",18.95,"2_ClassB",42.487135,-71.205622,"Burlington/Woburn"
214336,"2006Q2",26,"1_ClassA",42.3643253,-71.0794652,"E Cambridge/Kendall Sq"
214344,"2006Q2",25,"1_ClassA",42.3985395,-71.1398818,"W Cambridge/Alewife"
214369,"2006Q2",17.5,"2_ClassB",42.384458,-71.265518,"Waltham/Watertown"
214375,"2006Q2",19,"3_ClassC",42.4163,-71.15459,"Lexington/Arlington"
214387,"2006Q2",29,"1_ClassA",42.3691231,-71.1098285,"Mid-Cambridge/Harvard Sq"
214403,"2006Q2",22,"2_ClassB",42.3965257,-71.1205584,"Somerville/Everett"
214417,"2006Q2",14.4,"3_ClassC",42.49107,-71.174805,"Burlington/Woburn"
214456,"2006Q2",33.333333,"1_ClassA",42.4076971,-71.274132,"Waltham/Watertown"
214461,"2006Q2",33,"1_ClassA",42.3628084,-71.087392,"E Cambridge/Kendall Sq"
214514,"2006Q2",21.5,"1_ClassA",42.486758,-71.196882,"Burlington/Woburn"
214515,"2006Q2",17.5,"2_ClassB",42.2982296,-71.4153871,"Framingham/Natick"
214538,"2006Q2",32.5,"2_ClassB",42.3284195,-71.2552884,"Newton/Brookline"
214539,"2006Q2",18,"3_ClassC",42.3918078,-71.1530905,"W Cambridge/Alewife"
214553,"2006Q2",24.5,"1_ClassA",42.3040354,-71.4036705,"Framingham/Natick"
214554,"2006Q2",25,"1_ClassA",42.3952541,-71.1457329,"W Cambridge/Alewife"
214568,"2006Q2",24,"1_ClassA",42.3655059,-71.0926476,"E Cambridge/Kendall Sq"
214571,"2006Q2",15.7,"2_ClassB",42.495416,-71.128848,"Burlington/Woburn"
214586,"2006Q2",20.905,"2_ClassB",42.49729,-71.194786,"Burlington/Woburn"
214614,"2006Q2",24,"2_ClassB",42.3026578,-71.333964,"Framingham/Natick"
214635,"2006Q2",19.75,"3_ClassC",42.369336,-71.078693,"E Cambridge/Kendall Sq"
214667,"2006Q2",22,"1_ClassA",42.4879794,-71.1952612,"Burlington/Woburn"
214669,"2006Q2",14.073333,"2_ClassB",42.482531,-71.1038003,"Saugus/Lynn"
214670,"2006Q2",25,"1_ClassA",42.3944905,-71.1460539,"W Cambridge/Alewife"
214678,"2006Q2",21,"2_ClassB",42.2997103,-71.4426188,"Framingham/Natick"
214681,"2006Q2",17,"2_ClassB",42.332839,-71.5963624,"The Boroughs"
214688,"2006Q2",15.95,"3_ClassC",42.481889,-71.1032884,"Saugus/Lynn"
214706,"2006Q2",18,"2_ClassB",42.3908429,-71.0821479,"Somerville/Everett"
214733,"2006Q2",12,"2_ClassB",42.446263,-71.425861,"Concord/Maynard"
214771,"2006Q2",20,"2_ClassB",42.5015331,-71.1568144,"Burlington/Woburn"
214789,"2006Q2",18,"1_ClassA",42.337084,-71.594968,"The Boroughs"
214829,"2006Q2",14,"2_ClassB",42.386121,-71.266254,"Waltham/Watertown"
214833,"2006Q2",32,"1_ClassA",42.409343,-71.275808,"Waltham/Watertown"
214839,"2006Q2",22,"1_ClassA",42.485367,-71.212264,"Burlington/Woburn"
214849,"2006Q2",12.5,"2_ClassB",42.5900338,-71.3217957,"Lowell/Chelmsford"
214861,"2006Q2",36,"1_ClassA",42.3658399,-71.0760949,"E Cambridge/Kendall Sq"
214890,"2006Q2",55,"1_ClassA",42.3635917,-71.0788713,"E Cambridge/Kendall Sq"
214969,"2006Q2",21,"2_ClassB",42.365552,-71.104467,"Mid-Cambridge/Harvard Sq"
214970,"2006Q2",17,"1_ClassA",42.338917,-71.5952,"The Boroughs"
214980,"2006Q2",23.5,"1_ClassA",42.2993226,-71.4015674,"Framingham/Natick"
214987,"2006Q2",27.5,"2_ClassB",42.292961,-71.2019049,"Newton/Brookline"
214997,"2006Q2",12.5,"2_ClassB",42.3612795,-71.428855,"Concord/Maynard"
214999,"2006Q2",32.5,"2_ClassB",42.327956,-71.2552832,"Newton/Brookline"
215015,"2006Q2",18.95,"2_ClassB",42.4161873,-71.1275598,"Somerville/Everett"
215046,"2006Q2",33.5,"1_ClassA",42.4063776,-71.2725912,"Waltham/Watertown"
215051,"2006Q2",17,"1_ClassA",42.506304,-71.145728,"Burlington/Woburn"
215129,"2006Q2",15.45,"2_ClassB",42.495777,-71.127502,"Burlington/Woburn"
215145,"2006Q2",27,"1_ClassA",42.488294,-71.198859,"Burlington/Woburn"
215149,"2006Q2",26,"1_ClassA",42.4669413,-71.2638086,"Lexington/Arlington"
215162,"2006Q2",28,"1_ClassA",42.3697075,-71.0779185,"E Cambridge/Kendall Sq"
215166,"2006Q2",22,"1_ClassA",42.5239765,-71.0411665,"Lynnfield/Wakefield"
215169,"2006Q2",19,"3_ClassC",42.3981013,-71.2534662,"Waltham/Watertown"
215188,"2006Q2",12,"1_ClassA",42.3703134,-71.0728151,"E Cambridge/Kendall Sq"
215191,"2006Q2",20,"2_ClassB",42.4850997,-71.2087105,"Burlington/Woburn"
215197,"2006Q2",18,"2_ClassB",42.33987,-71.579575,"The Boroughs"
215209,"2006Q2",9.5,"3_ClassC",42.2956108,-71.3859266,"Framingham/Natick"
215231,"2006Q2",15.95,"2_ClassB",42.4922804,-71.1942654,"Burlington/Woburn"
215244,"2006Q2",22,"1_ClassA",42.481242,-71.20843,"Burlington/Woburn"
215270,"2006Q2",14.95,"2_ClassB",42.4873,-71.204997,"Burlington/Woburn"
215298,"2006Q2",12,"2_ClassB",42.5077061,-71.2422046,"Lowell/Chelmsford"
215323,"2006Q2",27.5,"1_ClassA",42.491497,-71.195468,"Burlington/Woburn"
215328,"2006Q2",15.95,"2_ClassB",42.486833,-71.206377,"Burlington/Woburn"
215381,"2006Q2",18.5,"1_ClassA",42.2975229,-71.4826825,"Framingham/Natick"
215388,"2006Q2",19.5,"1_ClassA",42.3120835,-71.389445,"Framingham/Natick"
215415,"2006Q2",17,"2_ClassB",42.340409,-71.578397,"The Boroughs"
215449,"2006Q2",34,"1_ClassA",42.3626772,-71.0850025,"E Cambridge/Kendall Sq"
215490,"2006Q2",14.4,"3_ClassC",42.2161122,-71.4135346,"Hopkinton/Holliston"
215533,"2006Q2",17.5,"2_ClassB",42.5891266,-71.1543946,"Wilmington/Reading"
215552,"2006Q2",18.283333,"1_ClassA",42.479952,-71.111838,"Saugus/Lynn"
215576,"2006Q2",22,"2_ClassB",42.384542,-71.263459,"Waltham/Watertown"
215578,"2006Q2",18.45,"1_ClassA",42.5064148,-71.1346403,"Burlington/Woburn"
215579,"2006Q2",21,"1_ClassA",42.3765715,-71.274066,"Waltham/Watertown"
215595,"2006Q2",17.5,"3_ClassC",42.365208,-71.204953,"Newton/Brookline"
215640,"2006Q2",9.79,"2_ClassB",42.5599897,-71.433067,"Lowell/Chelmsford"
215645,"2006Q2",27.5,"1_ClassA",42.356859,-71.185879,"Newton/Brookline"
215677,"2006Q2",26,"2_ClassB",42.3899,-71.257524,"Waltham/Watertown"
215701,"2006Q2",21,"1_ClassA",42.390459,-71.263053,"Waltham/Watertown"
215725,"2006Q2",16,"2_ClassB",42.364191,-71.1942918,"Waltham/Watertown"
215747,"2006Q2",12,"2_ClassB",42.292673,-71.198399,"Newton/Brookline"
215831,"2006Q2",14.5,"2_ClassB",42.602122,-71.350279,"Lowell/Chelmsford"
215837,"2006Q2",15,"3_ClassC",42.3635519,-71.4221458,"Concord/Maynard"
216028,"2006Q2",12,"2_ClassB",42.582039,-71.391162,"Lowell/Chelmsford"
216296,"2006Q2",15.95,"1_ClassA",42.4306777,-71.4572557,"Concord/Maynard"
216347,"2006Q2",10,"3_ClassC",42.445629,-71.424751,"Concord/Maynard"
216350,"2006Q2",30,"1_ClassA",42.391895,-71.268654,"Waltham/Watertown"
216400,"2006Q2",16,"3_ClassC",42.3047569,-71.4033983,"Framingham/Natick"
216451,"2006Q2",14.95,"1_ClassA",42.4309209,-71.4558669,"Concord/Maynard"
216467,"2006Q2",12,"2_ClassB",42.478941,-71.111036,"Saugus/Lynn"
216968,"2006Q2",21,"2_ClassB",42.373831,-71.123623,"Mid-Cambridge/Harvard Sq"
217002,"2006Q2",28,"2_ClassB",42.3728708,-71.1192375,"Mid-Cambridge/Harvard Sq"
217176,"2006Q2",13.5,"2_ClassB",42.6351602,-71.3803864,"Lowell/Chelmsford"
217195,"2006Q2",17,"2_ClassB",42.453478,-71.409203,"Concord/Maynard"
217321,"2006Q2",15.5,"2_ClassB",42.2933153,-71.4088073,"Framingham/Natick"
217374,"2006Q2",14,"2_ClassB",42.3918871,-71.5680539,"Concord/Maynard"
217418,"2006Q2",23,"2_ClassB",42.4464444,-71.2259129,"Lexington/Arlington"
217504,"2006Q2",18,"1_ClassA",42.6481453,-71.3084832,"Lowell/Chelmsford"
217748,"2006Q2",10,"3_ClassC",42.3625192,-71.2014054,"Newton/Brookline"
217749,"2006Q2",13,"3_ClassC",42.2813417,-71.2347834,"Wellesley/Needham"
217792,"2006Q2",20,"3_ClassC",42.2842587,-71.3391003,"Framingham/Natick"
217913,"2006Q2",12,"3_ClassC",42.515122,-71.104191,"Wilmington/Reading"
217919,"2006Q2",11,"3_ClassC",42.5232693,-71.1036718,"Wilmington/Reading"
217967,"2006Q2",18,"2_ClassB",42.3743443,-71.0878824,"Somerville/Everett"
218177,"2006Q2",23.5,"1_ClassA",42.5216427,-71.0456215,"Lynnfield/Wakefield"
218300,"2006Q2",16,"2_ClassB",42.3642923,-71.1658072,"Waltham/Watertown"
218317,"2006Q2",18.5,"3_ClassC",42.555679,-71.445696,"Lowell/Chelmsford"
218319,"2006Q2",16,"3_ClassC",42.555387,-71.439315,"Lowell/Chelmsford"
218430,"2006Q2",10,"3_ClassC",42.348795,-71.507403,"The Boroughs"
218646,"2006Q2",30,"1_ClassA",42.366711,-71.0929061,"E Cambridge/Kendall Sq"
218813,"2006Q2",16.5,"2_ClassB",42.602776,-71.350818,"Lowell/Chelmsford"
219045,"2006Q2",24.75,"2_ClassB",42.3780803,-71.1064484,"Somerville/Everett"
219062,"2006Q2",12,"3_ClassC",42.277907,-71.419146,"Framingham/Natick"
219063,"2006Q2",16,"2_ClassB",42.638758,-71.314158,"Lowell/Chelmsford"
219084,"2006Q2",17.75,"2_ClassB",42.0747581,-71.4187356,"I-95 Corridor South"
219120,"2006Q2",19.75,"1_ClassA",42.2121687,-71.1503078,"Route 1 South"
219184,"2006Q2",19.5,"3_ClassC",42.3053851,-71.2189552,"Wellesley/Needham"
219216,"2006Q2",16,"3_ClassC",42.3099953,-71.227406,"Wellesley/Needham"
219246,"2006Q2",17,"2_ClassB",42.247674,-71.001611,"Quincy/Braintree"
219248,"2006Q2",21,"1_ClassA",42.2523669,-71.0034897,"Quincy/Braintree"
219284,"2006Q2",21.75,"2_ClassB",42.281075,-71.0364608,"Quincy/Braintree"
219298,"2006Q2",23,"1_ClassA",42.2105712,-71.0000704,"Quincy/Braintree"
219304,"2006Q2",19.75,"1_ClassA",42.1766939,-71.1907644,"Route 1 South"
219313,"2006Q2",23.5,"3_ClassC",42.3160859,-71.2447541,"Wellesley/Needham"
219319,"2006Q2",34,"2_ClassB",42.3235483,-71.2571974,"Wellesley/Needham"
219337,"2006Q2",21.5,"1_ClassA",42.0434142,-71.2351656,"I-95 Corridor South"
219365,"2006Q2",21.75,"1_ClassA",42.2173047,-71.0234445,"Quincy/Braintree"
219368,"2006Q2",22,"1_ClassA",42.226745,-71.026118,"Quincy/Braintree"
219378,"2006Q2",19.5,"1_ClassA",42.0419467,-71.2349002,"I-95 Corridor South"
219427,"2006Q2",22.5,"1_ClassA",42.2326574,-71.0159168,"Quincy/Braintree"
219429,"2006Q2",24,"2_ClassB",42.3045096,-71.3162583,"Wellesley/Needham"
219442,"2006Q2",24.5,"1_ClassA",42.2015641,-71.1609525,"Route 1 South"
219485,"2006Q2",16,"3_ClassC",42.2185024,-71.0356967,"Quincy/Braintree"
219489,"2006Q2",18.5,"2_ClassB",42.2101338,-71.0216237,"Quincy/Braintree"
219528,"2006Q2",28,"2_ClassB",42.3236461,-71.2588633,"Wellesley/Needham"
219529,"2006Q2",16.5,"2_ClassB",42.187912,-70.955832,"Route 3 Corridor"
219530,"2006Q2",31,"1_ClassA",42.3189835,-71.2340096,"Wellesley/Needham"
219563,"2006Q2",27.5,"2_ClassB",42.3005804,-71.2222175,"Wellesley/Needham"
219572,"2006Q2",20,"1_ClassA",42.251958,-71.002975,"Quincy/Braintree"
219617,"2006Q2",18.5,"2_ClassB",42.2785947,-71.0345775,"Quincy/Braintree"
219629,"2006Q2",25.5,"1_ClassA",42.3039425,-71.218483,"Wellesley/Needham"
219644,"2006Q2",28,"1_ClassA",42.2971643,-71.2109558,"Wellesley/Needham"
219658,"2006Q2",29.5,"1_ClassA",42.2998842,-71.2209618,"Wellesley/Needham"
219688,"2006Q2",23.5,"3_ClassC",42.3165184,-71.243628,"Wellesley/Needham"
219751,"2006Q2",8,"2_ClassB",42.1671021,-71.0432547,"Route 24"
219842,"2006Q2",15,"3_ClassC",42.2226932,-71.0347974,"Quincy/Braintree"
219848,"2006Q2",18,"2_ClassB",42.1723315,-71.1944709,"Route 1 South"
219948,"2006Q2",15,"3_ClassC",42.2197269,-71.0347206,"Quincy/Braintree"
219980,"2006Q2",26,"3_ClassC",42.3343096,-71.1188106,"Newton/Brookline"
220124,"2006Q2",12,"2_ClassB",42.2435167,-71.1724836,"Route 1 South"
220312,"2006Q2",14.583333,"3_ClassC",42.1633571,-71.198679,"Route 1 South"
220327,"2006Q2",17.5,"3_ClassC",42.1643445,-71.1980023,"Route 1 South"
220530,"2006Q2",22.85,"3_ClassC",42.1513164,-71.0737498,"Route 24"
220617,"2006Q2",12,"3_ClassC",42.2236346,-71.1829995,"Route 1 South"
220971,"2006Q2",16,"3_ClassC",42.107539,-70.759612,"Route 3 Corridor"
221019,"2006Q2",17.5,"3_ClassC",42.0887841,-71.0654613,"Route 24"
221127,"2006Q2",17,"2_ClassB",41.8770808,-70.923474,"Attleboro/New Bedford"
221160,"2006Q2",15,"2_ClassB",42.1624268,-70.9082548,"Route 3 Corridor"
221170,"2006Q2",20,"2_ClassB",42.166283,-70.898314,"Route 3 Corridor"
221232,"2006Q2",22.75,"2_ClassB",42.1553748,-70.8793848,"Route 3 Corridor"
222085,"2006Q2",38,"1_ClassA",42.3545016,-71.0552377,"Financial District"
222093,"2006Q2",27,"2_ClassB",42.3580074,-71.061564,"Financial District"
222099,"2006Q2",27,"2_ClassB",42.3572959,-71.0575383,"Financial District"
222115,"2006Q2",26.5,"2_ClassB",42.3569233,-71.0518718,"Financial District"
222125,"2006Q2",45,"1_ClassA",42.3641548,-71.0630222,"North Station/Beacon Hill"
222127,"2006Q2",33.666666,"1_ClassA",42.3569544,-71.053969,"Financial District"
222130,"2006Q2",26,"2_ClassB",42.357709,-71.055991,"Financial District"
222131,"2006Q2",18.333333,"2_ClassB",42.3559532,-71.0621968,"Financial District"
222138,"2006Q2",21.5,"2_ClassB",42.365182,-71.0612138,"North Station/Beacon Hill"
222141,"2006Q2",34,"2_ClassB",42.351114,-71.077327,"Back Bay"
222142,"2006Q2",32,"1_ClassA",42.3509515,-71.0716196,"Back Bay"
222155,"2006Q2",32.5,"3_ClassC",42.361164,-71.056693,"North Station/Beacon Hill"
222165,"2006Q2",24,"2_ClassB",42.3579988,-71.0560196,"Financial District"
222166,"2006Q2",28,"1_ClassA",42.357258,-71.054094,"Financial District"
222169,"2006Q2",27.5,"2_ClassB",42.356436,-71.057967,"Financial District"
222177,"2006Q2",28,"1_ClassA",42.3580066,-71.0576166,"Financial District"
222187,"2006Q2",27.5,"1_ClassA",42.353657,-71.0568548,"Financial District"
222196,"2006Q2",39,"1_ClassA",42.3518466,-71.0721709,"Back Bay"
222197,"2006Q2",32.5,"1_ClassA",42.3531105,-71.057462,"Financial District"
222200,"2006Q2",19.5,"2_ClassB",42.3547882,-71.0615835,"Midtown"
222204,"2006Q2",14.333333,"2_ClassB",42.3428694,-71.0841636,"Back Bay"
222211,"2006Q2",25,"2_ClassB",42.357618,-71.059615,"Financial District"
222224,"2006Q2",18,"2_ClassB",42.3500934,-71.0578749,"Midtown"
222228,"2006Q2",40,"1_ClassA",42.3561207,-71.0538135,"Financial District"
222229,"2006Q2",46.333333,"1_ClassA",42.3592233,-71.0562658,"Financial District"
222231,"2006Q2",31.5,"1_ClassA",42.3538044,-71.0565793,"Financial District"
222238,"2006Q2",28.5,"2_ClassB",42.358714,-71.054622,"Financial District"
222246,"2006Q2",40,"1_ClassA",42.3565622,-71.0531984,"Financial District"
222258,"2006Q2",30,"1_ClassA",42.3597171,-71.0529944,"Financial District"
222270,"2006Q2",39,"1_ClassA",42.3542025,-71.0546022,"Financial District"
222290,"2006Q2",47.5,"2_ClassB",42.3586715,-71.059765,"Financial District"
222295,"2006Q2",25,"2_ClassB",42.3539815,-71.0579835,"Financial District"
222299,"2006Q2",20,"2_ClassB",42.350109,-71.060598,"Midtown"
222307,"2006Q2",25,"2_ClassB",42.358359,-71.054408,"Financial District"
222312,"2006Q2",21.5,"2_ClassB",42.364477,-71.062102,"North Station/Beacon Hill"
222313,"2006Q2",26.5,"2_ClassB",42.364767,-71.062002,"North Station/Beacon Hill"
222333,"2006Q2",18.5,"1_ClassA",42.384754,-71.0714707,"Charlestown/East Boston"
222337,"2006Q2",30,"2_ClassB",42.359253,-71.0526046,"Financial District"
222343,"2006Q2",24.5,"2_ClassB",42.364532,-71.060704,"North Station/Beacon Hill"
222352,"2006Q2",50,"1_ClassA",42.3538426,-71.0573648,"Financial District"
222356,"2006Q2",36,"1_ClassA",42.3526304,-71.05348,"Financial District"
222361,"2006Q2",28,"2_ClassB",42.351388,-71.071436,"Back Bay"
222367,"2006Q2",24,"2_ClassB",42.3584746,-71.0576191,"Financial District"
222372,"2006Q2",33,"1_ClassA",42.363929,-71.061549,"North Station/Beacon Hill"
222378,"2006Q2",28,"2_ClassB",42.352571,-71.048548,"Seaport"
222380,"2006Q2",36,"1_ClassA",42.3533061,-71.0563324,"Financial District"
222384,"2006Q2",32,"2_ClassB",42.3592624,-71.0557563,"Financial District"
222389,"2006Q2",34,"1_ClassA",42.3508873,-71.0756844,"Back Bay"
222395,"2006Q2",20,"2_ClassB",42.3752519,-71.0544673,"Charlestown/East Boston"
222402,"2006Q2",25,"2_ClassB",42.344238,-71.032561,"Seaport"
222405,"2006Q2",30,"2_ClassB",42.3530479,-71.0609757,"Midtown"
222464,"2006Q2",23.25,"2_ClassB",42.3581555,-71.0549324,"Financial District"
222476,"2006Q2",20,"3_ClassC",42.4101512,-71.0119757,"Chelsea/Revere"
222604,"2006Q2",28,"2_ClassB",42.351931,-71.047882,"Seaport"
222843,"2006Q2",36,"1_ClassA",42.3475266,-71.0783376,"Back Bay"
222856,"2006Q2",18,"2_ClassB",42.354085,-71.058209,"Financial District"
222873,"2006Q2",18.5,"2_ClassB",42.35007,-71.057169,"Midtown"
222878,"2006Q2",20,"3_ClassC",42.354805,-71.062328,"Midtown"
222885,"2006Q2",28,"2_ClassB",42.3650187,-71.0579909,"North End/Waterfront"
222890,"2006Q2",39,"2_ClassB",42.3524233,-71.0730607,"Back Bay"
222903,"2006Q2",28,"2_ClassB",42.363314,-71.059179,"North Station/Beacon Hill"
222914,"2006Q2",30,"2_ClassB",42.349593,-71.080261,"Back Bay"
222940,"2006Q2",35,"1_ClassA",42.3471282,-71.0779042,"Back Bay"
222943,"2006Q2",23.5,"2_ClassB",42.359399,-71.054984,"Financial District"
222969,"2006Q2",35,"1_ClassA",42.3467805,-71.0774392,"Back Bay"
222975,"2006Q2",16.75,"2_ClassB",42.3581108,-71.0553276,"Financial District"
223059,"2006Q2",26,"3_ClassC",42.349137,-71.070728,"Back Bay"
223130,"2006Q2",36,"1_ClassA",42.36065,-71.062075,"Financial District"
223135,"2006Q2",28,"2_ClassB",42.3562308,-71.0619418,"Financial District"
223242,"2006Q2",26,"2_ClassB",42.3481391,-71.150156,"Brighton/Allston/Fenway"
223313,"2006Q2",15,"3_ClassC",42.3944783,-71.0384944,"Chelsea/Revere"
223517,"2006Q2",8,"3_ClassC",42.336573,-71.0478387,"South Boston"
223606,"2006Q2",30,"1_ClassA",42.375048,-71.273873,"Waltham/Watertown"
223643,"2006Q2",37,"1_ClassA",42.3470176,-71.0749448,"Back Bay"
348177,"2006Q2",13,"1_ClassA",42.6871577,-71.2121579,"Lawrence/Andover"
349962,"2006Q2",13.71,"2_ClassB",42.1237589,-71.1013386,"I-95 Corridor South"
351189,"2006Q2",16.95,"2_ClassB",42.5079549,-71.1504442,"Burlington/Woburn"
352809,"2006Q2",16,"2_ClassB",42.5606029,-71.4304008,"Lowell/Chelmsford"
355871,"2006Q2",19.5,"3_ClassC",42.282271,-71.356151,"Framingham/Natick"
359333,"2006Q2",15,"3_ClassC",42.2970064,-71.4324225,"Framingham/Natick"
361381,"2006Q2",20,"3_ClassC",42.394365,-71.158614,"Lexington/Arlington"
364382,"2006Q2",22,"1_ClassA",42.2334167,-71.0175059,"Quincy/Braintree"
391677,"2006Q2",15,"2_ClassB",42.4956872,-71.4161231,"Concord/Maynard"
391691,"2006Q2",16.5,"2_ClassB",42.574928,-71.405196,"Lowell/Chelmsford"
392481,"2006Q2",22,"2_ClassB",42.441734,-71.424361,"Concord/Maynard"
404006,"2006Q2",22,"1_ClassA",41.9612137,-71.0363784,"Route 3 South"
530874,"2006Q2",30,"3_ClassC",42.3078855,-71.277988,"Wellesley/Needham"
578231,"2006Q2",20.5,"1_ClassA",42.3845287,-71.2073833,"Waltham/Watertown"
583703,"2006Q2",30,"3_ClassC",42.33359,-71.117672,"Newton/Brookline"
588623,"2006Q2",32,"1_ClassA",42.364153,-71.092692,"E Cambridge/Kendall Sq"
602143,"2006Q2",15.5,"3_ClassC",42.4836354,-71.1580198,"Burlington/Woburn"
609064,"2006Q2",14.75,"2_ClassB",42.988114,-70.823835,"Rockingham"
617487,"2006Q2",17,"3_ClassC",42.582642,-71.005192,"Danvers/Beverly"
620718,"2006Q2",17,"2_ClassB",42.1047144,-70.7986607,"Route 3 South"
622747,"2006Q2",13.5,"3_ClassC",42.729825,-71.2068798,"Lawrence/Andover"
631538,"2006Q2",24.5,"3_ClassC",42.3730128,-71.1004335,"Mid-Cambridge/Harvard Sq"
639265,"2006Q2",17,"2_ClassB",42.3613802,-71.1154646,"Mid-Cambridge/Harvard Sq"
647589,"2006Q2",18,"2_ClassB",42.3660811,-71.059331,"North End/Waterfront"
654352,"2006Q2",12,"3_ClassC",41.9597574,-70.6955935,"Route 3 South"
655668,"2006Q2",12,"3_ClassC",42.6279896,-71.3574189,"Lowell/Chelmsford"
656727,"2006Q2",8,"3_ClassC",42.707456,-71.1617,"Lawrence/Andover"
659074,"2006Q2",18.3,"3_ClassC",42.217478,-70.965701,"Route 3 Corridor"
659932,"2006Q2",35,"3_ClassC",42.348282,-71.084981,"Back Bay"
667648,"2006Q2",16.5,"2_ClassB",42.2947512,-71.2923748,"Wellesley/Needham"
668026,"2006Q2",10.5,"3_ClassC",42.5480184,-70.8843245,"Danvers/Beverly"
672797,"2006Q2",23,"2_ClassB",42.3721242,-71.1165501,"Mid-Cambridge/Harvard Sq"
674550,"2006Q2",11,"3_ClassC",42.7425566,-71.1977203,"Rockingham"
677198,"2006Q2",24,"2_ClassB",42.3540807,-71.0589191,"Financial District"
678867,"2006Q2",17.6,"2_ClassB",42.793063,-71.186301,"Rockingham"
679916,"2006Q2",15,"2_ClassB",42.14203,-70.841286,"Route 3 Corridor"
707085,"2006Q2",27.5,"2_ClassB",42.80041,-70.876652,"Amesbury/Ipswich"
714553,"2006Q2",31,"1_ClassA",42.366721,-71.076916,"E Cambridge/Kendall Sq"
714908,"2006Q2",26.5,"1_ClassA",42.3485962,-71.0501232,"Seaport"
746307,"2006Q2",15,"2_ClassB",42.18332,-70.972414,"Route 3 Corridor"
779437,"2006Q2",13,"2_ClassB",42.372694,-71.2304058,"Newton/Brookline"
781461,"2006Q2",16,"2_ClassB",42.5135718,-71.4256022,"Concord/Maynard"
807986,"2006Q2",15,"2_ClassB",42.97964,-70.9471642,"Rockingham"
836118,"2006Q2",15.34,"2_ClassB",42.3406235,-71.1206073,"Newton/Brookline"
851107,"2006Q2",20,"1_ClassA",42.270252,-71.065669,"Quincy/Braintree"
854698,"2006Q2",11.5,"2_ClassB",42.78344,-71.2130555,"Rockingham"
899575,"2006Q2",11,"2_ClassB",43.082105,-70.799657,"Rockingham"
993310,"2006Q2",17,"3_ClassC",42.378471,-71.275012,"Concord/Maynard"
1017719,"2006Q2",25,"2_ClassB",42.330498,-71.082916,"Roxbury/Dorchester"
1075623,"2006Q2",18,"3_ClassC",42.3914505,-71.0361432,"Chelsea/Revere"
1130617,"2006Q2",18,"2_ClassB",42.1917026,-71.2028351,"Route 1 South"
1131252,"2006Q2",14.2,"2_ClassB",42.675397,-71.334896,"Groton/Townsend"
1173684,"2006Q2",18,"3_ClassC",42.3016277,-71.3521874,"Framingham/Natick"
1191420,"2006Q2",19,"3_ClassC",42.406467,-71.143577,"Lexington/Arlington"
1222653,"2006Q2",12,"3_ClassC",42.9804108,-70.9355276,"Rockingham"
1223325,"2006Q2",12,"2_ClassB",43.215667,-70.880824,"Strafford County"
