"value","s.e."
"(Intercept)",2.93961969918895,0.0145590070070477
"Quarters",-0.000385226061279365,0.000334715568315914
"ListAge",-0.00132483447211944,0.000110706792182823
"Floor",0.00376555140997986,0.00021756939824725
"BldgClass2_ClassB",-0.124244345996649,0.00409102088360713
"BldgClass3_ClassC",-0.219883968576394,0.00520976373771545
"ST1_Net",-0.210709990494938,0.0116653101686043
"ST2_Between",0.0184285560501362,0.0123825030226385
"ST3_FullService",0.0623771255440593,0.0113069503697616
"QuarterOff2005Q3",0.0313741586340157,0.00999471970555231
"QuarterOff2005Q4",0.00361416016683573,0.009780177727251
"QuarterOff2006Q1",0.010556705136045,0.0103366030726912
"QuarterOff2006Q2",0.0249025720480841,0.00997239575613865
"QuarterOff2006Q3",0.0412699782348129,0.00961574409837136
"QuarterOff2006Q4",0.0442531154499641,0.0105102261028202
"QuarterOff2007Q1",0.0431421661088017,0.00967741696510501
"QuarterOff2007Q2",0.066125716888059,0.00979094674007321
"QuarterOff2007Q3",0.0860987646961398,0.0101513043220942
"QuarterOff2007Q4",0.0921742248540765,0.0103339364500413
"QuarterOff2008Q1",0.098440692478581,0.0102120749613767
"QuarterOff2008Q2",0.096160457686124,0.0103497999490034
"QuarterOff2008Q3",0.105563204015665,0.0105231742593194
"QuarterOff2008Q4",0.0897640613308143,0.0106615791769203
"QuarterOff2009Q1",0.0891658558657475,0.0111195389009244
"QuarterOff2009Q2",0.0764823892781665,0.010723868913983
"QuarterOff2009Q3",0.0453274209077691,0.0105863033402628
"QuarterOff2009Q4",0.0751396698314419,0.0105107165093915
"QuarterOff2010Q1",0.0252702569491671,0.0104066814943686
"QuarterOff2010Q2",0.0165493888795619,0.0103136363239323
"QuarterOff2010Q3",0.0462907416929723,0.00971138756725905
"QuarterOff2010Q4",0.0297709417719461,0.00990235289820166
"QuarterOff2011Q1",0.0196387998944476,0.00988113272548979
"QuarterOff2011Q2",0.0356102913985179,0.00964073069221325
"QuarterOff2011Q3",0.0468590459104922,0.010285442845776
"QuarterOff2011Q4",0.023050192428787,0.00964286501159041
"Lambda",0.696144464486607,0.00936730037924102
