"value","s.e."
"(Intercept)",3.17010433954548,0.0869617652643091
"Quarters",-0.0158421751779196,0.00555673563780191
"ListAge",-0.00585170348946658,0.00104631387895655
"Floor",-0.00537090412749784,0.00249706795391767
"BldgClass2_ClassB",-0.0737653697416082,0.0359598669295811
"BldgClass3_ClassC",-0.15747591446538,0.0469354356670125
"ST1_Net",-0.0765278746507889,0.0663752319480103
"ST2_Between",0.267282006630659,0.180495312695921
"ST3_FullService",0.13896889929847,0.0724822077723738
"QuarterOff2006Q3",0.20388009216483,0.101912543476442
"QuarterOff2007Q1",0.113387563998529,0.079324059976276
"QuarterOff2007Q2",-0.362500654377189,0.115674584628854
"QuarterOff2007Q3",0.242935753923857,0.0989326476609443
"QuarterOff2007Q4",-0.0789596109913543,0.0742839767431474
"QuarterOff2008Q1",0.188133781653117,0.0900965733326096
"QuarterOff2008Q2",0.183881734575808,0.0927039789741711
"QuarterOff2008Q3",0.221870064337199,0.0859842214738157
"QuarterOff2008Q4",0.210651525926119,0.0830542113327797
"QuarterOff2009Q1",0.263712513806359,0.0828758519655443
"QuarterOff2009Q2",0.173368267349942,0.102641558559264
"QuarterOff2009Q3",0.0464541634538025,0.0870455407151339
"QuarterOff2009Q4",0.00474996685148662,0.0846533605736876
"QuarterOff2010Q1",0.157423757585229,0.092842575019866
"QuarterOff2010Q2",0.218739925790608,0.0837264060313426
"QuarterOff2010Q3",0.0466063182080608,0.0845486505283461
"QuarterOff2010Q4",0.13639411059051,0.0860356045709056
"QuarterOff2011Q1",0.138237756167478,0.0842575880947043
"QuarterOff2011Q2",0.159721783861454,0.0843046164817262
"QuarterOff2011Q3",0.227569811778957,0.0891726479215132
"QuarterOff2011Q4",0.153253389908501,0.112242170674571
"Lambda",-0.0199494642481359,0.0506826084467314
