"value","s.e."
"(Intercept)",1.63454091970816,0.0611922218674025
"Quarters",-0.0064795445767041,0.00118757016928266
"ListAge",-0.00656269708392942,0.000459197423588556
"Floor",0.00421419190700035,0.0523723140956959
"BldgClass2_ClassB",0.101546320136849,0.0215476980697522
"BldgClass3_ClassC",0.144580017854589,0.0220216224282271
"ST1_Net",-0.117152268121024,0.0159585047183182
"ST2_Between",0.00252737574982316,0.0291844760179931
"ST3_FullService",0.0116423839717387,0.0148428848079656
"QuarterOff2005Q3",0.00631993986629662,0.0270977586539895
"QuarterOff2005Q4",0.0275294893638194,0.0304702450617767
"QuarterOff2006Q1",0.0504197198880241,0.030182355747909
"QuarterOff2006Q2",0.061162616582318,0.027924933035936
"QuarterOff2006Q3",0.06551613409267,0.0260730112493222
"QuarterOff2006Q4",0.0568791619321667,0.0282058977021839
"QuarterOff2007Q1",0.0809424572077071,0.0275367217308094
"QuarterOff2007Q2",0.131639594824757,0.0285513645316169
"QuarterOff2007Q3",0.138446244909851,0.0303139576620154
"QuarterOff2007Q4",0.142124529322117,0.0306206815363008
"QuarterOff2008Q1",0.10540905628162,0.0277119949832806
"QuarterOff2008Q2",0.156855170104398,0.0280066439202919
"QuarterOff2008Q3",0.121649787182697,0.0274655613446984
"QuarterOff2008Q4",0.112446974644005,0.0298278414591311
"QuarterOff2009Q1",0.125857283274887,0.0273183301571313
"QuarterOff2009Q2",0.0997578838042465,0.0285927251816894
"QuarterOff2009Q3",0.0727168064105772,0.0271009759065232
"QuarterOff2009Q4",0.00248323486536858,0.0279458613031336
"QuarterOff2010Q1",0.0558163563602016,0.0266258075121741
"QuarterOff2010Q2",0.0456602634180943,0.0263470872671042
"QuarterOff2010Q3",0.0971434297638466,0.0276682302897205
"QuarterOff2010Q4",0.0454554369994784,0.0290547684173775
"QuarterOff2011Q1",0.00385228269604387,0.0259990044070279
"QuarterOff2011Q2",0.0739428252669383,0.0266555052284992
"QuarterOff2011Q3",0.0475955984746532,0.0283598698889228
"QuarterOff2011Q4",0.0354253171577005,0.0272937945873587
"Lambda",0.660877048379258,0.0140367391925753
