"Quarters","Rent_EW","Rent_VW"
"CBSAID","12940","APT"
"2009Q3","20","20"
"2009Q4","20","20"
"2010Q1","20","20"
"2010Q2","20","20"
"2010Q3","20","20"
"2010Q4","20","20"
"2011Q1","20","20"
"2011Q2","20","20"
"2011Q3","20","20"
"2011Q4","20","20"
